t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff
0.000000000000000000e+00,1.523552657864091442e+00,1.547320407609674930e+00,-2.376774974558348852e-02,5.950435161590576172e+00,5.950436355589252102e+00,-1.193998675930174613e-06,2.192343809420684408e+00,2.192344003041946987e+00,-1.936212625786026820e-07,6.687911515565929665e-01,6.450235954322720566e-01,2.376755612432090992e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.519581342566018511e+00,1.539803256463132763e+00,-2.022191389711425202e-02,5.974644595412493153e+00,5.950878103946775965e+00,2.376649146571718774e-02,2.175275363556632868e+00,2.171462591297570466e+00,3.812772259062402469e-03,6.556940209906143568e-01,6.316593348344377024e-01,2.403468615617665449e-02,9.904429412381445808e-01,9.904429412381445808e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.531626299282397241e+00,1.550539806236741036e+00,-1.891350695434379503e-02,5.983134408377461355e+00,5.937907739254104200e+00,4.522666912335715494e-02,2.210639174287416076e+00,2.203268713869917406e+00,7.370460417498669869e-03,6.790128750050188344e-01,6.527289076331763695e-01,2.628396737184246490e-02,1.005915860650633320e+00,1.005915860650633320e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.515589687463532842e+00,1.528634728867710013e+00,-1.304504140417717117e-02,6.014023415184830412e+00,5.947411963922188072e+00,6.661145126264234051e-02,2.151690079362027053e+00,2.141167916203072785e+00,1.052216315895426746e-02,6.361003918984942107e-01,6.125331873353627721e-01,2.356720456313143863e-02,9.768754728667158327e-01,9.768754728667158327e-01,0.000000000000000000e+00
4.000000000000000000e+00,1.508891925892354102e+00,1.518057323875252163e+00,-9.165397982898060292e-03,5.998653882920637948e+00,5.915690921831414428e+00,8.296296108922351920e-02,2.130094954073933344e+00,2.117078011785248126e+00,1.301694228868521819e-02,6.212030281815792421e-01,5.990206879099959636e-01,2.218234027158327848e-02,9.681609953918205447e-01,9.681609953918205447e-01,0.000000000000000000e+00
5.000000000000000000e+00,1.514652043032854500e+00,1.525297936696438539e+00,-1.064589366358403844e-02,5.970051893662920328e+00,5.873893566618281881e+00,9.615832704463844749e-02,2.159098848693731920e+00,2.143722938108011622e+00,1.537591058572029823e-02,6.444468056608774198e-01,6.184250014115730831e-01,2.602180424930433666e-02,9.834102686654042635e-01,9.834102686654042635e-01,0.000000000000000000e+00
6.000000000000000000e+00,1.516973831241346105e+00,1.526495905911646078e+00,-9.522074670299973675e-03,5.967791996354907091e+00,5.856028229232278726e+00,1.117637671226283658e-01,2.167839775328241014e+00,2.149876025922500045e+00,1.796374940574096968e-02,6.508659440868949098e-01,6.233801200108539664e-01,2.748582407604094335e-02,9.875560745622662395e-01,9.875560745622662395e-01,0.000000000000000000e+00
7.000000000000000000e+00,1.514995766974906122e+00,1.522078793836371791e+00,-7.083026861465668844e-03,5.972196041163590152e+00,5.845053275606416854e+00,1.271427655571732984e-01,2.159831035186997372e+00,2.139471117040622428e+00,2.035991814637494457e-02,6.448352682120912505e-01,6.173923232042506370e-01,2.744294500784061341e-02,9.835882934773988451e-01,9.835882934773988451e-01,0.000000000000000000e+00
8.000000000000000000e+00,1.513009208671810546e+00,1.517934665612161949e+00,-4.925456940351402579e-03,5.970092341330115460e+00,5.829279388554210684e+00,1.408129527759047761e-01,2.153100126328487907e+00,2.130598776312380593e+00,2.250135001610731322e-02,6.400909176566773606e-01,6.126641107002186448e-01,2.742680695645871580e-02,9.806750909166653818e-01,9.806750909166653818e-01,0.000000000000000000e+00
9.000000000000000000e+00,1.512054065625455967e+00,1.515437559480247165e+00,-3.383493854791197464e-03,5.963472174518718916e+00,5.810485997510097533e+00,1.529861770086213824e-01,2.151211907372216459e+00,2.126745222331797525e+00,2.446668504041893399e-02,6.391578417467604911e-01,6.113076628515503597e-01,2.785017889521013146e-02,9.802936566557491904e-01,9.802936566557491904e-01,0.000000000000000000e+00
1.000000000000000000e+01,1.509657292719206678e+00,1.511122116431548479e+00,-1.464823712341800643e-03,5.956636062289394573e+00,5.792371955319961074e+00,1.642641069694334988e-01,2.144027249923554201e+00,2.117800199671870498e+00,2.622705025168370341e-02,6.343699572043475232e-01,6.066780832403220192e-01,2.769187396402550405e-02,9.775130106572041955e-01,9.775130106572041955e-01,0.000000000000000000e+00
1.100000000000000000e+01,1.505713886383740929e+00,1.504965555902324281e+00,7.483304814166480412e-04,5.945752588327122723e+00,5.771590539662008190e+00,1.741620486651145328e-01,2.131964173442214783e+00,2.104249021339206660e+00,2.771515210300812271e-02,6.262502870584738535e-01,5.992834654368823788e-01,2.696682162159147467e-02,9.727958752108094576e-01,9.727958752108094576e-01,0.000000000000000000e+00
1.200000000000000000e+01,1.506887537963984336e+00,1.506174466831045944e+00,7.130711329383920827e-04,5.927928398051935055e+00,5.745665655946472050e+00,1.822627421054630048e-01,2.140945183865863743e+00,2.111718997419118171e+00,2.922618644674557231e-02,6.340576459018794075e-01,6.055445305880722273e-01,2.851311531380718023e-02,9.781855784000812459e-01,9.781855784000812459e-01,0.000000000000000000e+00
1.300000000000000000e+01,1.495799830414695331e+00,1.490152333440082133e+00,5.647496974613197551e-03,5.919842374514501238e+00,5.728810154021772405e+00,1.910322204927288325e-01,2.100647638570881437e+00,2.070537614816055250e+00,3.011002375482618731e-02,6.048478081561861064e-01,5.803852813759731166e-01,2.446252678021298976e-02,9.603506501880978430e-01,9.603506501880978430e-01,0.000000000000000000e+00
1.400000000000000000e+01,1.499673279257466962e+00,1.496377812775109506e+00,3.295466482357456428e-03,5.883422432857395634e+00,5.688621277478824290e+00,1.948011553785713446e-01,2.125332499701828137e+00,2.094067778402163515e+00,3.126472129966462177e-02,6.256592204443611749e-01,5.976899656270540095e-01,2.796925481730716534e-02,9.742785199581056599e-01,9.742785199581056599e-01,0.000000000000000000e+00
1.500000000000000000e+01,1.497574119336528398e+00,1.493099576284843577e+00,4.474543051684820583e-03,5.871759098741522465e+00,5.670090550836511589e+00,2.016685479050108754e-01,2.120457869676685370e+00,2.088089567762522858e+00,3.236830191416251168e-02,6.228837503401569720e-01,5.949899914776792809e-01,2.789375886247769110e-02,9.728932829695194906e-01,9.728932829695194906e-01,0.000000000000000000e+00
1.600000000000000000e+01,1.496528136148414623e+00,1.491392286463550265e+00,5.135849684864357556e-03,5.858583726814170944e+00,5.650867193589557580e+00,2.077165332246133644e-01,2.119934973488575736e+00,2.086518557395683704e+00,3.341641609289203174e-02,6.234068373401611129e-01,5.951262709321334388e-01,2.828056640802767419e-02,9.736155252016657213e-01,9.736155252016657213e-01,0.000000000000000000e+00
1.700000000000000000e+01,1.492988088690110127e+00,1.486264468827473095e+00,6.723619862637031375e-03,5.847358665886093654e+00,5.633862488648516909e+00,2.134961772375767453e-01,2.109517980430897222e+00,2.075264510866295264e+00,3.425346956460195713e-02,6.165298917407870949e-01,5.890000420388221691e-01,2.752984970196492576e-02,9.696494978171441570e-01,9.696494978171441570e-01,0.000000000000000000e+00
1.800000000000000000e+01,1.495020272231433189e+00,1.489022340064584560e+00,5.997932166848629620e-03,5.830472615647252610e+00,5.612573591845544385e+00,2.178990238017082248e-01,2.121474579693499063e+00,2.086205996225936499e+00,3.526858346756256424e-02,6.264543074620658736e-01,5.971836561613519390e-01,2.927065130071393462e-02,9.763874305356844419e-01,9.763874305356844419e-01,0.000000000000000000e+00
1.900000000000000000e+01,1.499016037025751924e+00,1.493680754051862181e+00,5.335282973889743374e-03,5.825340164873924031e+00,5.601774431876682669e+00,2.235657329972413621e-01,2.137123269844594553e+00,2.100627873817539903e+00,3.649539602705464958e-02,6.381072328188426290e-01,6.069471197656777228e-01,3.116011305316490620e-02,9.839709122972885025e-01,9.839709122972885025e-01,0.000000000000000000e+00
2.000000000000000000e+01,1.493495413497271773e+00,1.485419509076692179e+00,8.075904420579593790e-03,5.832416612902308728e+00,5.601908556020022800e+00,2.305080568822859277e-01,2.115317339878324265e+00,2.078105515410353821e+00,3.721182446797044463e-02,6.218219263810524922e-01,5.926860063336616413e-01,2.913592004739085084e-02,9.734107868581136636e-01,9.734107868581136636e-01,0.000000000000000000e+00
2.100000000000000000e+01,1.497470595695649775e+00,1.490446478182162693e+00,7.024117513487082576e-03,5.822441197274528690e+00,5.587767037714836960e+00,2.346741595596917307e-01,2.132323724412794608e+00,2.094060693317035593e+00,3.826303109575901473e-02,6.348531287171448323e-01,6.036142151348729001e-01,3.123891358227193216e-02,9.819762292556849514e-01,9.819762292556849514e-01,0.000000000000000000e+00
2.200000000000000000e+01,1.498634418463283380e+00,1.491147302033280830e+00,7.487116430002549450e-03,5.826577572270227101e+00,5.586085610151090286e+00,2.404919621191368151e-01,2.135491283570392973e+00,2.096238306207337310e+00,3.925297736305566332e-02,6.368568651071095932e-01,6.050910041740564793e-01,3.176586093305311387e-02,9.831276053350357369e-01,9.831276053350357369e-01,0.000000000000000000e+00
2.300000000000000000e+01,1.498648745244141267e+00,1.490352982360392264e+00,8.295762883749002725e-03,5.832269610258311587e+00,5.586063112501581607e+00,2.462064977567299806e-01,2.134212384588311640e+00,2.094079045088817814e+00,4.013333949949382529e-02,6.355636393441703724e-01,6.037260627284255499e-01,3.183757661574482256e-02,9.821166612105146632e-01,9.821166612105146632e-01,0.000000000000000000e+00
2.400000000000000000e+01,1.503736377354947695e+00,1.495997348400884386e+00,7.739028954063309484e-03,5.836051831675534984e+00,5.584678110467459433e+00,2.513737212080755512e-01,2.150959030949632478e+00,2.109678389425517775e+00,4.128064152411470289e-02,6.472226535946847825e-01,6.136810410246333891e-01,3.354161257005139340e-02,9.895406994613996643e-01,9.895406994613996643e-01,0.000000000000000000e+00
2.500000000000000000e+01,1.509268858287291293e+00,1.501527611931982698e+00,7.741246355308595284e-03,5.851083357681414299e+00,5.593398117267811998e+00,2.576852404136023011e-01,2.165885240653362853e+00,2.123372020981383557e+00,4.251321967197929652e-02,6.566163823660715604e-01,6.218444090494008591e-01,3.477197331667070124e-02,9.952799749479083191e-01,9.952799749479083191e-01,0.000000000000000000e+00
2.600000000000000000e+01,1.515357198698794816e+00,1.507319203964986087e+00,8.037994733808728753e-03,5.873880320310303382e+00,5.609336896141646100e+00,2.645434241686572818e-01,2.180431606280094137e+00,2.136651675715608878e+00,4.377993056448525877e-02,6.650744075812993206e-01,6.293324717506227906e-01,3.574193583067653002e-02,1.000250975504452411e+00,1.000250975504452411e+00,0.000000000000000000e+00
2.700000000000000000e+01,1.518074117600732631e+00,1.509448110911471908e+00,8.626006689260723448e-03,5.902665824002183648e+00,5.631037167275030342e+00,2.716286567271533059e-01,2.183824818874291918e+00,2.139009197026098708e+00,4.481562184819321004e-02,6.657507012735592866e-01,6.295610861146268000e-01,3.618961515893248659e-02,9.996543336648737732e-01,9.996543336648737732e-01,0.000000000000000000e+00
2.800000000000000000e+01,1.532956028916029112e+00,1.523440451278233576e+00,9.515577637795535892e-03,5.929009427689274858e+00,5.650615367879193052e+00,2.783940598100818065e-01,2.220784983863335338e+00,2.174270669063306460e+00,4.651431480002887753e-02,6.878289549473062259e-01,6.508302177850728842e-01,3.699873716223334164e-02,1.014582494338048813e+00,1.014582494338048813e+00,0.000000000000000000e+00
2.900000000000000000e+01,1.534518893968316089e+00,1.524970078992067046e+00,9.548814976249042630e-03,5.974577610511223824e+00,5.689341888846245254e+00,2.852357216649785698e-01,2.219569637505939941e+00,2.172290772917952140e+00,4.727886458798780112e-02,6.850507435376238519e-01,6.473206939258850934e-01,3.773004961173875849e-02,1.010615927086504495e+00,1.010615927086504495e+00,0.000000000000000000e+00
3.000000000000000000e+01,1.525255997946528996e+00,1.514682646633541685e+00,1.057335131298731135e-02,6.012431402171962702e+00,5.720363830176011355e+00,2.920675719959513472e-01,2.186480052897349147e+00,2.139079243529174335e+00,4.740080936817481216e-02,6.612240549508201504e-01,6.243965968956326495e-01,3.682745805518750082e-02,9.927859331432287160e-01,9.927859331432287160e-01,0.000000000000000000e+00
3.100000000000000000e+01,1.521472787843214824e+00,1.509279038754418156e+00,1.219374908879666819e-02,6.022357987991471262e+00,5.725101218359831101e+00,2.972567696316401609e-01,2.171352855150875616e+00,2.123511736091883151e+00,4.784111905899246509e-02,6.498800673076607914e-01,6.142326973374649945e-01,3.564736997019579690e-02,9.852017385762927848e-01,9.852017385762927848e-01,0.000000000000000000e+00
3.200000000000000000e+01,1.526225461094457891e+00,1.514727999329815278e+00,1.149746176464261360e-02,6.019865287376215512e+00,5.719161528750584367e+00,3.007037586256311457e-01,2.188195612765603482e+00,2.139395715978935186e+00,4.879989678666829533e-02,6.619701516711455902e-01,6.246677166491199085e-01,3.730243502202568173e-02,9.930246818864381098e-01,9.930246818864381098e-01,0.000000000000000000e+00
3.300000000000000000e+01,1.535806535500078951e+00,1.524584518739972694e+00,1.122201676010625704e-02,6.029732693265809296e+00,5.724300276157273437e+00,3.054324171085358586e-01,2.215766918886386883e+00,2.165646968564074903e+00,5.011995032231197911e-02,6.799603833863079316e-01,6.410624498241022096e-01,3.889793356220572207e-02,1.004812223441852170e+00,1.004812223441852170e+00,0.000000000000000000e+00
3.400000000000000000e+01,1.532816605450332492e+00,1.520808013520298818e+00,1.200859193003367409e-02,6.056521442753111550e+00,5.745277101210322535e+00,3.112443415427890159e-01,2.202468496547073773e+00,2.151915087581142139e+00,5.055340896593163436e-02,6.696518910967412808e-01,6.311070740608433205e-01,3.854481703589796027e-02,9.968347891240744163e-01,9.968347891240744163e-01,0.000000000000000000e+00
3.500000000000000000e+01,1.539805893087665467e+00,1.527741683544687978e+00,1.206420954297748871e-02,6.070099804931144760e+00,5.754026233004310598e+00,3.160735719268341626e-01,2.221260654776584520e+00,2.169590405242775244e+00,5.167024953380927599e-02,6.814547616889190529e-01,6.418487216980872656e-01,3.960603999083178728e-02,1.004349663889247513e+00,1.004349663889247513e+00,0.000000000000000000e+00
3.600000000000000000e+01,1.553118080366270082e+00,1.540027828788678388e+00,1.309025157759169389e-02,6.094010159727044851e+00,5.772569261515263506e+00,3.214408982117813451e-01,2.253650719271177660e+00,2.200535507876387076e+00,5.311521139479058462e-02,7.005326389049075786e-01,6.605076790877086879e-01,4.002495981719889073e-02,1.017233269541349960e+00,1.017233269541349960e+00,0.000000000000000000e+00
3.700000000000000000e+01,1.550913084334664127e+00,1.538227930394018728e+00,1.268515394064539947e-02,6.134408299225118100e+00,5.807762571269471152e+00,3.266457279556469473e-01,2.243321740457126179e+00,2.189939880126203775e+00,5.338186033092240379e-02,6.924086561224620517e-01,6.517119497321850474e-01,4.069670639027700432e-02,1.009630666894393070e+00,1.009630666894393070e+00,0.000000000000000000e+00
3.800000000000000000e+01,1.541053898931740607e+00,1.527116411424610520e+00,1.393748750713008633e-02,6.162306321852429214e+00,5.830347831486840882e+00,3.319584903655883323e-01,2.208870276421893930e+00,2.155685508434950215e+00,5.318476798694371510e-02,6.678163774901533234e-01,6.285690970103396946e-01,3.924728047981362877e-02,9.921420138021014301e-01,9.921420138021014301e-01,0.000000000000000000e+00
3.900000000000000000e+01,1.528997826556343531e+00,1.510879591070660943e+00,1.811823548568258779e-02,6.162590008660321139e+00,5.827343687523344862e+00,3.352463211369762774e-01,2.164155726215192921e+00,2.111525752207497497e+00,5.262997400769542367e-02,6.351578996588493897e-01,6.006461611368365539e-01,3.451173852201283587e-02,9.720382128889145656e-01,9.720382128889145656e-01,0.000000000000000000e+00
