t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff
0.000000000000000000e+00,9.319949117721307852e-01,9.319599107541697292e-01,3.500101796105603569e-05,1.610765457153320312e+00,1.610766126346600435e+00,-6.691932801228261951e-07,1.162874660655492054e+00,1.162874813578707700e+00,-1.529232156460835768e-07,2.308797488833612688e-01,2.309149028245379709e-01,-3.515394117670211926e-05,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.357948120251402546e-01,9.357103428555968438e-01,8.446916954341077144e-05,1.616213986722036200e+00,1.616249716200984565e+00,-3.572947894836531191e-05,1.169521468203185588e+00,1.169529651985174556e+00,-8.183781988968519272e-06,2.337266561780453333e-01,2.338193091295777126e-01,-9.265295153237929071e-05,1.004641411978683063e+00,1.004641411978683063e+00,0.000000000000000000e+00
2.000000000000000000e+00,9.398600929945873927e-01,9.397308892521395451e-01,1.292037424478476026e-04,1.623746886334160200e+00,1.623870268322168853e+00,-1.233819880086528542e-04,1.176393263564147862e+00,1.176421557671463392e+00,-2.829410731552961522e-05,2.365331705695604692e-01,2.366906684193238464e-01,-1.574978497633772179e-04,1.009058103027818065e+00,1.009058103027818065e+00,0.000000000000000000e+00
3.000000000000000000e+00,8.747189236497899811e-01,8.754850080360346842e-01,-7.660843862447030972e-04,1.633032049554735465e+00,1.633295661731424708e+00,-2.636121766892429719e-04,1.048155883091154372e+00,1.048209437347293882e+00,-5.355425613950970387e-05,1.734369594413643911e-01,1.727244293112591977e-01,7.125301301051933933e-04,8.974404954575228022e-01,8.974404954575228022e-01,0.000000000000000000e+00
4.000000000000000000e+00,8.412594001918231035e-01,8.423047232296091424e-01,-1.045323037786038967e-03,1.577921516574937399e+00,1.577435705345623607e+00,4.858112293137928361e-04,9.926257314191416770e-01,9.925289850464837915e-01,9.674637265788543772e-05,1.513663312273185735e-01,1.502242618168746491e-01,1.142069410443924404e-03,8.591809298498928049e-01,8.591809298498928049e-01,0.000000000000000000e+00
5.000000000000000000e+00,8.223035443671719014e-01,8.233393873434190491e-01,-1.035842976247147718e-03,1.508453231636008862e+00,1.506893341663231745e+00,1.559889972777117606e-03,9.675878579991226136e-01,9.672710272137362564e-01,3.168307853863572277e-04,1.452843136319507122e-01,1.439316398703172073e-01,1.352673761633504945e-03,8.495303251503290021e-01,8.495303251503290021e-01,0.000000000000000000e+00
6.000000000000000000e+00,8.243146195751125394e-01,8.250271248359084542e-01,-7.125052607959148077e-04,1.442625213688790708e+00,1.439930961004569632e+00,2.694252684221076777e-03,9.817395356596546607e-01,9.811587982848495315e-01,5.807373748051292139e-04,1.574249160845421214e-01,1.561316734489410774e-01,1.293242635601044022e-03,8.742158400848777378e-01,8.742158400848777378e-01,0.000000000000000000e+00
7.000000000000000000e+00,8.458644934014557526e-01,8.461842586870400584e-01,-3.197652855843058362e-04,1.398150617034427556e+00,1.394540190061240414e+00,3.610426973187141897e-03,1.029361676209127108e+00,1.028519549300733527e+00,8.421269083935811750e-04,1.834971828076713551e-01,1.823352906136934681e-01,1.161892193977887011e-03,9.257529784966991304e-01,9.257529784966991304e-01,0.000000000000000000e+00
8.000000000000000000e+00,8.444783325826652476e-01,8.446823381443752110e-01,-2.040055617099634233e-04,1.385972633737767357e+00,1.381705604121726827e+00,4.267029616040529660e-03,1.028637000954965464e+00,1.027633513545000765e+00,1.003487409964698429e-03,1.841586683723002160e-01,1.829511754006255542e-01,1.207492971674661852e-03,9.276665060905008309e-01,9.276665060905008309e-01,0.000000000000000000e+00
9.000000000000000000e+00,8.362036247393489496e-01,8.363459707840020796e-01,-1.423460446531299439e-04,1.376160479497315015e+00,1.371283139873093582e+00,4.877339624221432857e-03,1.014532627825476485e+00,1.013393092022189190e+00,1.139535803287294868e-03,1.783290030861275355e-01,1.770471212381871107e-01,1.281881847940424812e-03,9.170065631244405102e-01,9.170065631244405102e-01,0.000000000000000000e+00
1.000000000000000000e+01,8.287885062670355962e-01,8.288645006314668828e-01,-7.599436443128659846e-05,1.361891898938973888e+00,1.356415275056434666e+00,5.476623882539222166e-03,1.002799345900101446e+00,1.001521132431959504e+00,1.278213468141942144e-03,1.740108396330658502e-01,1.726566318004926215e-01,1.354207832573228742e-03,9.093964283501112522e-01,9.093964283501112522e-01,0.000000000000000000e+00
1.100000000000000000e+01,8.425815456417288241e-01,8.424610449276469515e-01,1.205007140818725730e-04,1.345302083467894150e+00,1.339237720883396765e+00,6.064362584497384745e-03,1.031408004145816903e+00,1.029934038539233931e+00,1.473965606582972043e-03,1.888264585040880794e-01,1.874729936115869799e-01,1.353464892501099470e-03,9.389761412831751919e-01,9.389761412831751919e-01,0.000000000000000000e+00
1.200000000000000000e+01,8.543277780126501408e-01,8.540494932820308360e-01,2.782847306193048098e-04,1.345849678853902720e+00,1.339280576214973095e+00,6.569102638929624760e-03,1.053592238837345096e+00,1.051961707484155628e+00,1.630531353189468291e-03,1.992644608246949556e-01,1.979122142021247921e-01,1.352246622570163481e-03,9.590487380599986844e-01,9.590487380599986844e-01,0.000000000000000000e+00
1.300000000000000000e+01,8.877100777924078479e-01,8.871307276739784919e-01,5.793501184293559092e-04,1.356758639024612245e+00,1.349756654411218060e+00,7.001984613394185430e-03,1.115643944514135288e+00,1.113818229618305677e+00,1.825714895829610995e-03,2.279338667217274406e-01,2.266875019443271855e-01,1.246364777400255086e-03,1.012940520620931206e+00,1.012940520620931206e+00,0.000000000000000000e+00
1.400000000000000000e+01,9.011465231488529071e-01,9.003240575617516006e-01,8.224655871013064612e-04,1.394810265006256156e+00,1.387541863330388203e+00,7.268401675867952605e-03,1.135650697299187550e+00,1.133774127038199131e+00,1.876570260988419392e-03,2.345041741503346433e-01,2.334500694764475304e-01,1.054104673887112931e-03,1.022117251676421645e+00,1.022117251676421645e+00,0.000000000000000000e+00
1.500000000000000000e+01,9.542317102023741837e-01,9.526548159879216771e-01,1.576894214452506660e-03,1.434106764844628401e+00,1.426801492037462094e+00,7.305272807166307558e-03,1.232953401163530360e+00,1.230961900553432686e+00,1.991500610097673984e-03,2.787216909611561766e-01,2.783070845655110093e-01,4.146063956451673249e-04,1.099975954041297888e+00,1.099975954041297888e+00,0.000000000000000000e+00
1.600000000000000000e+01,1.008723785374574966e+00,1.005884826657712283e+00,2.838958716862682863e-03,1.512121124275559225e+00,1.505423638835310829e+00,6.697485440248396316e-03,1.329229131043142331e+00,1.327362730515433631e+00,1.866400527708700352e-03,3.205053456685673652e-01,3.214779038577213477e-01,-9.725581891539825108e-04,1.166150138156021088e+00,1.166150138156021088e+00,0.000000000000000000e+00
1.700000000000000000e+01,9.978527735869308080e-01,9.957731908608026261e-01,2.079582726128181847e-03,1.621000806329944588e+00,1.616213211266123606e+00,4.787595063820981878e-03,1.292051137146413842e+00,1.290842004257415132e+00,1.209132888998709632e-03,2.941983635594830337e-01,2.950688133966125060e-01,-8.704498371294722148e-04,1.108858251866507993e+00,1.108858251866507993e+00,0.000000000000000000e+00
1.800000000000000000e+01,9.781764632683123128e-01,9.767992047106116571e-01,1.377258557700655750e-03,1.688335484268312037e+00,1.685088376624081175e+00,3.247107644230862178e-03,1.242888477584547680e+00,1.242131336065160019e+00,7.571415193876607219e-04,2.647120143162353667e-01,2.653321313545483617e-01,-6.201170383129950281e-04,1.053012623526427216e+00,1.053012623526427216e+00,0.000000000000000000e+00
1.900000000000000000e+01,9.833245557359792111e-01,9.820845373432897096e-01,1.240018392689501425e-03,1.716760132760709157e+00,1.714587584129713349e+00,2.172548630995807528e-03,1.249092874169953626e+00,1.248592305299390359e+00,5.005688705632671542e-04,2.657683184339744153e-01,2.665077679561006496e-01,-7.394495221262342710e-04,1.052691204399215152e+00,1.052691204399215152e+00,0.000000000000000000e+00
2.000000000000000000e+01,9.920755736944701919e-01,9.908987095152718139e-01,1.176864179198378046e-03,1.742262974752831983e+00,1.741133930020551279e+00,1.129044732280704011e-03,1.263017655032915076e+00,1.262758521046819515e+00,2.591339860955610419e-04,2.709420813384448845e-01,2.718598115315477015e-01,-9.177301931028170046e-04,1.059469768476554385e+00,1.059469768476554385e+00,0.000000000000000000e+00
2.100000000000000000e+01,9.646634519873065194e-01,9.642563962156306401e-01,4.070557716758793632e-04,1.769370384183541534e+00,1.769317082674459751e+00,5.330150908178232783e-05,1.204257383567059581e+00,1.204245900289767413e+00,1.148327729216802595e-05,2.395939315797530611e-01,2.399895040741367724e-01,-3.955724943837113372e-04,1.005254637846826560e+00,1.005254637846826560e+00,0.000000000000000000e+00
2.200000000000000000e+01,9.936720799378692126e-01,9.927717311823125446e-01,9.003487555566680456e-04,1.761335884600735646e+00,1.761685615284238615e+00,-3.497306835029689864e-04,1.263526583788510127e+00,1.263605992432993652e+00,-7.940864448352513705e-05,2.698545038506409144e-01,2.708342612506811076e-01,-9.797574000401931826e-04,1.056250200603129352e+00,1.056250200603129352e+00,0.000000000000000000e+00
2.300000000000000000e+01,9.972663866029554125e-01,9.965179053363254491e-01,7.484812666299633932e-04,1.784686408418242554e+00,1.785966950695266453e+00,-1.280542277023899445e-03,1.267482710820151626e+00,1.267770509569585258e+00,-2.877987494336320395e-04,2.702163242171962132e-01,2.712526042332598086e-01,-1.036280016063595433e-03,1.055149435545269299e+00,1.055149435545269299e+00,0.000000000000000000e+00
2.400000000000000000e+01,9.729733552324302259e-01,9.729090563976152684e-01,6.429883481495757280e-05,1.805130780202947038e+00,1.807268386952510131e+00,-2.137606749563092379e-03,1.215780716900660918e+00,1.216236250103055916e+00,-4.555332023949976161e-04,2.428073616682306923e-01,2.433271937054406475e-01,-5.198320372099551889e-04,1.008466226136562893e+00,1.008466226136562893e+00,0.000000000000000000e+00
2.500000000000000000e+01,9.419897848528029360e-01,9.424450861743334240e-01,-4.553013215304879679e-04,1.795304941304091795e+00,1.797663215930229930e+00,-2.358274626138134877e-03,1.155446614224856061e+00,1.155926825658990076e+00,-4.802114341340146808e-04,2.134568293720531251e-01,2.134817394846566518e-01,-2.491011260352671286e-05,9.600775616733351336e-01,9.600775616733351336e-01,0.000000000000000000e+00
2.600000000000000000e+01,9.674292158986654844e-01,9.673220279696382873e-01,1.071879290271970930e-04,1.757503724284312563e+00,1.759556861763791114e+00,-2.053137479478550631e-03,1.211467699342720028e+00,1.211915496806989401e+00,-4.477974642693727247e-04,2.440384834440545436e-01,2.445934688373511134e-01,-5.549853932965698178e-04,1.013429820814891080e+00,1.013429820814891080e+00,0.000000000000000000e+00
2.700000000000000000e+01,9.574390005541603132e-01,9.575519450817298051e-01,-1.129445275694918038e-04,1.755574549460083622e+00,1.757895329887461777e+00,-2.320780427378155153e-03,1.191855309609389790e+00,1.192353807737419169e+00,-4.984981280293787620e-04,2.344163090552294770e-01,2.348018626556893640e-01,-3.855536004598869582e-04,9.973701261249655614e-01,9.973701261249655614e-01,0.000000000000000000e+00
2.800000000000000000e+01,1.004286004077727501e+00,1.003504590809820796e+00,7.814132679067053999e-04,1.744293193765307226e+00,1.746674727953924755e+00,-2.381534188617528969e-03,1.287348213860944224e+00,1.287904312915971294e+00,-5.560990550270705768e-04,2.830622097832167228e-01,2.843997221061504987e-01,-1.337512322933775977e-03,1.079481206350261013e+00,1.079481206350261013e+00,0.000000000000000000e+00
2.900000000000000000e+01,1.024249929445798291e+00,1.023256865648051184e+00,9.930637977471068467e-04,1.783236596700207954e+00,1.786622340710395607e+00,-3.385744010187652364e-03,1.322366170320459888e+00,1.323160382636770604e+00,-7.942123163107162043e-04,2.981162408746615977e-01,2.999035169887194208e-01,-1.787276114057823051e-03,1.101121841954198599e+00,1.101121841954198599e+00,0.000000000000000000e+00
3.000000000000000000e+01,9.871170763051066999e-01,9.873259127979707728e-01,-2.088364928640729090e-04,1.831783790426893876e+00,1.836482966021438346e+00,-4.699175594544469092e-03,1.240440274795978404e+00,1.241446660090911314e+00,-1.006385294932909957e-03,2.533231984908717038e-01,2.541207472929405409e-01,-7.975488020688370483e-04,1.024158211753910308e+00,1.024158211753910308e+00,0.000000000000000000e+00
3.100000000000000000e+01,9.619965162817005755e-01,9.626702997311018528e-01,-6.737834494012773234e-04,1.828743623560699305e+00,1.833582684931732487e+00,-4.839061371033182013e-03,1.190484167852070119e+00,1.191480400866834266e+00,-9.962330147641473843e-04,2.284876515703695432e-01,2.288101011357324133e-01,-3.224495653628700609e-04,9.834293400681664021e-01,9.834293400681664021e-01,0.000000000000000000e+00
3.200000000000000000e+01,9.586034153228788490e-01,9.591900683232286173e-01,-5.866530003497683055e-04,1.801293389796884359e+00,1.805777660294353826e+00,-4.484270497469466932e-03,1.187617335622684456e+00,1.188552388296666873e+00,-9.350526739824172040e-04,2.290139202998056067e-01,2.293623199734382556e-01,-3.483996736326488985e-04,9.857690580569272720e-01,9.857690580569272720e-01,0.000000000000000000e+00
3.300000000000000000e+01,9.340993809441764384e-01,9.349555245296258255e-01,-8.561435854493870679e-04,1.778211163260415173e+00,1.782416246987139408e+00,-4.205083726724234694e-03,1.142309016991583048e+00,1.143163386208034149e+00,-8.543692164511007547e-04,2.082096360474066099e-01,2.082078616784083236e-01,1.774368998286313115e-06,9.520400280440807217e-01,9.520400280440807217e-01,0.000000000000000000e+00
3.400000000000000000e+01,9.400363314601906106e-01,9.406278311958858884e-01,-5.914997356952778063e-04,1.737555075901292767e+00,1.741169871799392421e+00,-3.614795898099654181e-03,1.159974137858007293e+00,1.160737457282137175e+00,-7.633194241298824068e-04,2.199378063978166820e-01,2.201096260862512866e-01,-1.718196884346046005e-04,9.738664909176549811e-01,9.738664909176549811e-01,0.000000000000000000e+00
3.500000000000000000e+01,9.615645106398447162e-01,9.617132141844563220e-01,-1.487035446116058424e-04,1.714317094261648133e+00,1.717597808853556618e+00,-3.280714591908484579e-03,1.206013058347670475e+00,1.206743132225148063e+00,-7.300738774775883400e-04,2.444485477078257585e-01,2.450299180406917410e-01,-5.813703328659824976e-04,1.016843317599948948e+00,1.016843317599948948e+00,0.000000000000000000e+00
