t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff
0.000000000000000000e+00,1.036956060893335252e+00,1.038912498483150149e+00,-1.956437589814896683e-03,2.391318082809448242e+00,2.391317891709571430e+00,1.910998768117622149e-07,1.349706172176712071e+00,1.349706135076133018e+00,3.710057905337293960e-08,3.127501112833768193e-01,3.107936365929828693e-01,1.956474690393950056e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.023217821888771084e+00,1.025238603883419808e+00,-2.020781994648723767e-03,2.396632437701608165e+00,2.394675796479769136e+00,1.956641221839028333e-03,1.320373658402860029e+00,1.320002771634360084e+00,3.708867684999450631e-04,2.971558365140889446e-01,2.947641677509402758e-01,2.391668763148668830e-03,9.775207903109596197e-01,9.775207903109596197e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.058063888492306592e+00,1.058749844174912802e+00,-6.859556826062096491e-04,2.385669286794803945e+00,2.381572529072288447e+00,4.096757722515498301e-03,1.394638018903520127e+00,1.393813776946358773e+00,8.242419571613535112e-04,3.365741304112135346e-01,3.350639327714459714e-01,1.510197639767563160e-03,1.034131004614160965e+00,1.034131004614160965e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.074467037248836965e+00,1.074615181494825711e+00,-1.481442459887460927e-04,2.415533888700561960e+00,2.410453626051484832e+00,5.080262649077127435e-03,1.424246487616059431e+00,1.423215445457854056e+00,1.031042158205375259e-03,3.497794503672224664e-01,3.486002639630283451e-01,1.179186404194121351e-03,1.051576304262960004e+00,1.051576304262960004e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.093724189207569086e+00,1.093342097906253141e+00,3.820913013159454863e-04,2.454764318634332199e+00,2.449158004938257527e+00,5.606313696074671782e-03,1.458555266086590585e+00,1.457408606513102445e+00,1.146659573488140182e-03,3.648310768790214986e-01,3.640665086068493039e-01,7.645682721721946962e-04,1.070956651160615447e+00,1.070956651160615447e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.081392014770519383e+00,1.081476254009668070e+00,-8.423923914868680640e-05,2.504002781345156414e+00,2.498352665595385158e+00,5.650115749771256191e-03,1.424664281481339723e+00,1.423557720937905779e+00,1.106560543433943167e-03,3.432722667108203396e-01,3.420814669282377096e-01,1.190799782582629973e-03,1.038950390628321507e+00,1.038950390628321507e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.114886200049703513e+00,1.113970147907937580e+00,9.160521417659328591e-04,2.525352174381165327e+00,2.519237656404082593e+00,6.114517977082734035e-03,1.492132407320136522e+00,1.490888719828997067e+00,1.243687491139455759e-03,3.772462072704330094e-01,3.769185719210594865e-01,3.276353493735228994e-04,1.084979110902257515e+00,1.084979110902257515e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.114243766056426610e+00,1.113547645635173167e+00,6.961204212534433111e-04,2.577930759445128395e+00,2.572274708759206163e+00,5.656050685922231480e-03,1.482378398944901532e+00,1.481258877742330560e+00,1.119521202570972207e-03,3.681346328884749219e-01,3.677112321071573930e-01,4.234007813175288959e-04,1.070273611379418455e+00,1.070273611379418455e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.125053332017290852e+00,1.124164622929432422e+00,8.887090878584302800e-04,2.614638093451194578e+00,2.609285802554232703e+00,5.352290896961875433e-03,1.499542976843487363e+00,1.498486409287389076e+00,1.056567556098286786e-03,3.744896448261965105e-01,3.743217863579566540e-01,1.678584682398565064e-04,1.077413904979978243e+00,1.077413904979978243e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.102287756809150698e+00,1.102288170216328300e+00,-4.134071776018544142e-07,2.652981223211912543e+00,2.648149182054549300e+00,4.832041157363242689e-03,1.445085295238261791e+00,1.444179420893083599e+00,9.058743451781925415e-04,3.427975384291110927e-01,3.418912506767552983e-01,9.062877523557943960e-04,1.033100019734950026e+00,1.033100019734950026e+00,0.000000000000000000e+00
