t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff
0.000000000000000000e+00,1.962616535402917473e+00,1.959437806150324590e+00,3.178729252592882304e-03,9.062961578369140625e+00,9.062970425095841165e+00,-8.846726700539875310e-06,2.413785552189288364e+00,2.413786494151509032e+00,-9.419622206685573929e-07,4.511690167863708911e-01,4.543486880011844420e-01,-3.179671214813550861e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.947081990799644835e+00,1.942295189308484549e+00,4.786801491160286304e-03,9.060055998561724167e+00,9.063244073262490375e+00,-3.188074700766208025e-03,2.364080593271216113e+00,2.364413127599080955e+00,-3.325343278648418277e-04,4.169986024715712780e-01,4.221179382905964061e-01,-5.119335819025128131e-03,9.795334396899451068e-01,9.795334396899451068e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.975629633368639837e+00,1.976022972128044453e+00,-3.933387594046156011e-04,9.023125580470864548e+00,9.031273261334831659e+00,-8.147680863967110554e-03,2.470000053329466816e+00,2.470891465948066745e+00,-8.914126185999293739e-04,4.943704199608269789e-01,4.948684938200222927e-01,-4.980738591953137728e-04,1.025092640455600890e+00,1.025092640455600890e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.966167199369983631e+00,1.964575485265955157e+00,1.591714104028474353e-03,9.065417276215729458e+00,9.073654813948289544e+00,-8.237537732560085146e-03,2.424622809191397277e+00,2.425503366991784482e+00,-8.805578003872049919e-04,4.584556098214136455e-01,4.609278817258293248e-01,-2.472271904415679344e-03,1.004380944447225810e+00,1.004380944447225810e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.968898387791498061e+00,1.967908257373580216e+00,9.901304179178449516e-04,9.069675253502023082e+00,9.079972344118788286e+00,-1.029709061676520321e-02,2.432183371483070289e+00,2.433286925660068434e+00,-1.103554176998144953e-03,4.632849836915722275e-01,4.653786682864882174e-01,-2.093684594915989905e-03,1.007323724305433821e+00,1.007323724305433821e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.971511079936300703e+00,1.970970796357616628e+00,5.402835786840753940e-04,9.078549270495923196e+00,9.090424138492565476e+00,-1.187486799664227988e-02,2.437821816645514783e+00,2.439096101014607498e+00,-1.274284369092715252e-03,4.663107367092140798e-01,4.681253046569908705e-01,-1.814567947776790646e-03,1.009264302648120948e+00,1.009264302648120948e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.908832839569711393e+00,1.900193730891990951e+00,8.639108677720441776e-03,9.090004432456129990e+00,9.103098911018399519e+00,-1.309447856226952922e-02,2.231560856291352035e+00,2.232845455515811928e+00,-1.284599224459892497e-03,3.227280167216406426e-01,3.326517246238209768e-01,-9.923707902180334273e-03,9.234061271672175941e-01,9.234061271672175941e-01,0.000000000000000000e+00
7.000000000000000000e+00,1.907325162815540320e+00,1.901422651942057618e+00,5.902510873482702536e-03,8.957302945255499083e+00,8.979665069127237942e+00,-2.236212387173885929e-02,2.269201718589528127e+00,2.271464831753414959e+00,-2.263113163886831813e-03,3.618765557739878069e-01,3.700421798113573413e-01,-8.165624037369534349e-03,9.445184741829154573e-01,9.445184741829154573e-01,0.000000000000000000e+00
8.000000000000000000e+00,1.910176750316649796e+00,1.906889288366000912e+00,3.287461950648884468e-03,8.870398637703004852e+00,8.899805993311181496e+00,-2.940735560817664407e-02,2.306905207515920431e+00,2.309959660870464671e+00,-3.054453354544239829e-03,3.967284571992706343e-01,4.030703725044637586e-01,-6.341915305193124297e-03,9.639618055190468660e-01,9.639618055190468660e-01,0.000000000000000000e+00
9.000000000000000000e+00,1.910264230725010393e+00,1.908399908507663278e+00,1.864322217347114119e-03,8.822700331287341768e+00,8.856976228070280399e+00,-3.427589678293863074e-02,2.323011203282596249e+00,2.326614959965981999e+00,-3.603756683385750392e-03,4.127469725575858561e-01,4.182150514583187206e-01,-5.468078900732864511e-03,9.727864504762933073e-01,9.727864504762933073e-01,0.000000000000000000e+00
