t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff
0.000000000000000000e+00,1.213667663088294768e+00,1.196157725073097255e+00,1.750993801519751258e-02,4.050987243652343750e+00,4.050988105735657818e+00,-8.620833140682293561e-07,1.575358232997760011e+00,1.575358341910710669e+00,-1.089129506581798523e-07,3.616905699094652427e-01,3.792006168376134134e-01,-1.751004692814817076e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.207426203481323013e+00,1.192233331667493346e+00,1.519287181382966700e-02,4.033539511916316656e+00,4.051050340244038317e+00,-1.751082832772166142e-02,1.563468889744229262e+00,1.565670731542058602e+00,-2.201841797829340308e-03,3.560426862629062494e-01,3.734373998745652568e-01,-1.739471361165900731e-02,9.938455751961521312e-01,9.938455751961521312e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.204141321028466161e+00,1.191055410231482536e+00,1.308591079698362414e-02,4.012076857335650892e+00,4.045343533163324956e+00,-3.326667582767406373e-02,1.559578491336380157e+00,1.563767850543616778e+00,-4.189359207236620364e-03,3.554371703079139966e-01,3.727124403121342411e-01,-1.727527000422024450e-02,9.930923867943509675e-01,9.930923867943509675e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.208284955168750008e+00,1.197001763338390257e+00,1.128319183035975115e-02,3.992017410579428827e+00,4.039445875618595139e+00,-4.742846503916631207e-02,1.573415623496606797e+00,1.579464409460485941e+00,-6.048785963879144134e-03,3.651306683278567888e-01,3.824626461220956841e-01,-1.733197779423889529e-02,1.003536238953841808e+00,1.003536238953841808e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.205290686845089665e+00,1.195727480393068864e+00,9.563206452020800441e-03,3.983528857183512351e+00,4.043850394978948160e+00,-6.032153779543580896e-02,1.567873443240265452e+00,1.575547417360349867e+00,-7.673974120084414707e-03,3.625827563951757870e-01,3.798199369672810022e-01,-1.723718057210521515e-02,1.000693171873739518e+00,1.000693171873739518e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.201430712518303912e+00,1.193423846501480146e+00,8.006866016823765975e-03,3.973286848989530107e+00,4.045199979253025546e+00,-7.191313026349543946e-02,1.560509566331429676e+00,1.569629710738680295e+00,-9.120144407250618812e-03,3.590788538131257646e-01,3.762058642372001493e-01,-1.712701042407438479e-02,9.968265341471758134e-01,9.968265341471758134e-01,0.000000000000000000e+00
6.000000000000000000e+00,1.196143064127464184e+00,1.189515131576685869e+00,6.627932550778314891e-03,3.960499503955266398e+00,4.042809181070818880e+00,-8.230967711555248201e-02,1.550025142412221113e+00,1.560417860301774873e+00,-1.039271788955375975e-02,3.538820782847569291e-01,3.709027287250890037e-01,-1.702065044033207464e-02,9.911667016909319061e-01,9.911667016909319061e-01,0.000000000000000000e+00
7.000000000000000000e+00,1.198001575609452196e+00,1.192692138925373513e+00,5.309436684078683300e-03,3.943712171234027508e+00,4.035339005958757497e+00,-9.162683472472998858e-02,1.557885944992844385e+00,1.569553754193471207e+00,-1.166780920062682192e-02,3.598843693833921886e-01,3.768616152680976938e-01,-1.697724588470550522e-02,9.975689609289095650e-01,9.975689609289095650e-01,0.000000000000000000e+00
8.000000000000000000e+00,1.197460877086214737e+00,1.193262906539717561e+00,4.197970546497176159e-03,3.934498282625312982e+00,4.034526862890450261e+00,-1.000285802651372791e-01,1.558341086109924056e+00,1.571103075571269381e+00,-1.276198946134532441e-02,3.608802090237093196e-01,3.778401690315518202e-01,-1.695996000784250057e-02,9.986189677700785250e-01,9.986189677700785250e-01,0.000000000000000000e+00
9.000000000000000000e+00,1.198819250524943758e+00,1.195559110780956003e+00,3.260139743987755523e-03,3.927142576061013024e+00,4.034769283339539214e+00,-1.076267072785261902e-01,1.562935234403569407e+00,1.576723851407641153e+00,-1.378861700407174595e-02,3.641159838786256486e-01,3.811647406266851501e-01,-1.704875674805950148e-02,1.002172062989726831e+00,1.002172062989726831e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.197569956379458178e+00,1.195225523541674661e+00,2.344432837783516632e-03,3.923711076559990740e+00,4.038313586870610372e+00,-1.146025103106196319e-01,1.560614833655219025e+00,1.575279450454825758e+00,-1.466461679960673337e-02,3.630448772757608467e-01,3.800539269131510967e-01,-1.700904963739025000e-02,1.000968423842075739e+00,1.000968423842075739e+00,0.000000000000000000e+00
