t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff
0.000000000000000000e+00,1.250797911958904551e+00,1.241869888774977726e+00,8.928023183926825368e-03,3.401114463806152344e+00,3.401111529751138729e+00,2.934055013614766949e-06,1.374582556350005813e+00,1.374582248150454822e+00,3.081995509912616171e-07,1.237846443911012617e-01,1.327123593754770958e-01,-8.927714984375834106e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.239471725276920511e+00,1.232259169333062010e+00,7.212555943858500740e-03,3.393642272549915795e+00,3.402567166711214064e+00,-8.924894161298269069e-03,1.354063777811900904e+00,1.354988407757814262e+00,-9.246299459133577869e-04,1.145920525349803931e-01,1.227292384247522516e-01,-8.137185889771858527e-03,9.856359824325393593e-01,9.856359824325393593e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.246751577801121780e+00,1.240138810412900749e+00,6.612767388221030274e-03,3.377265858497195516e+00,3.393983506339774081e+00,-1.671764784257856462e-02,1.370498118986313019e+00,1.372258101798925267e+00,-1.759982812612248537e-03,1.237465411851912389e-01,1.321192913860245177e-01,-8.372750200833278811e-03,9.988537022671591936e-01,9.988537022671591936e-01,0.000000000000000000e+00
3.000000000000000000e+00,1.261977811609872324e+00,1.255804060211204387e+00,6.173751398667937096e-03,3.370675936607265388e+00,3.395121162140715132e+00,-2.444522553344974369e-02,1.401110350590591525e+00,1.403744262381386498e+00,-2.633911790794973840e-03,1.391325389807192003e-01,1.479402021701821113e-01,-8.807663189462910935e-03,1.021683183508930393e+00,1.021683183508930393e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.251776525659802797e+00,1.247030973071784787e+00,4.745552588018009388e-03,3.379726332766897379e+00,3.412035823969864268e+00,-3.230949120296688903e-02,1.379798192181951766e+00,1.383214426127076901e+00,-3.416233945125135563e-03,1.280216665221489691e-01,1.361834530552921141e-01,-8.161786533143144950e-03,1.005441500849022063e+00,1.005441500849022063e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.274934400771633891e+00,1.270424670832791314e+00,4.509729938842577113e-03,3.377316580848479521e+00,3.416540960950944061e+00,-3.922438010246453999e-02,1.425663185671088851e+00,1.429948249497018153e+00,-4.285063825929302794e-03,1.507287848994549595e-01,1.595235786642268394e-01,-8.794793764771879907e-03,1.039055342651281633e+00,1.039055342651281633e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.281937265240563395e+00,1.278284362256414175e+00,3.652902984149219989e-03,3.397706945180527072e+00,3.444212359935193923e+00,-4.650541475466685171e-02,1.436361248687362258e+00,1.441445270829393666e+00,-5.084022142031408009e-03,1.544239834467988626e-01,1.631609085729794906e-01,-8.736925126180627998e-03,1.045215871668670138e+00,1.045215871668670138e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.303523201793568287e+00,1.300627979226274489e+00,2.895222567293798122e-03,3.421005596966980367e+00,3.474453185848964232e+00,-5.344758888198386515e-02,1.476371612050219051e+00,1.482332192885504885e+00,-5.960580835285833601e-03,1.728484102566507641e-01,1.817042136592303958e-01,-8.855803402579631722e-03,1.072424283983913096e+00,1.072424283983913096e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.262178131854575946e+00,1.260943930458217066e+00,1.234201396358880487e-03,3.461829526963354109e+00,3.522070253770384518e+00,-6.024072680703040916e-02,1.387183947823771524e+00,1.393417779429626302e+00,-6.233831605854778246e-03,1.250058159691955773e-01,1.324738489714092360e-01,-7.468033002213658733e-03,1.004537161147335045e+00,1.004537161147335045e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.282789699328905630e+00,1.281634574368874846e+00,1.155124960030784464e-03,3.453235373247546036e+00,3.518619304750676413e+00,-6.538393150313037694e-02,1.429124748712638837e+00,1.436108819597159636e+00,-6.984070884520798828e-03,1.463350493837332067e-01,1.544742452282847900e-01,-8.139195844551583292e-03,1.035577626852157263e+00,1.035577626852157263e+00,0.000000000000000000e+00
