t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff
0.000000000000000000e+00,1.443485355814035920e+00,1.481235975912850833e+00,-3.775062009881491321e-02,4.043601782782725529e+00,4.043601782782725529e+00,0.000000000000000000e+00,1.678267016840916392e+00,1.678267016840916392e+00,0.000000000000000000e+00,2.347816610268804727e-01,1.970310409280655595e-01,3.775062009881491321e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,1.422071021587232975e+00,1.450814224614719317e+00,-2.874320302748634148e-02,4.081675223482327475e+00,4.043924603383512562e+00,3.775062009881491321e-02,1.609837175099176232e+00,1.604303323297391559e+00,5.533851801784672730e-03,1.877661535119432568e-01,1.534890986826722425e-01,3.427705482927101421e-02,9.559002501418730757e-01,9.559002501418730757e-01,0.000000000000000000e+00
2.000000000000000000e+00,1.449748334773216518e+00,1.473200469710582938e+00,-2.345213493736642008e-02,4.070881006241685363e+00,4.000689777555043847e+00,7.019122868664151582e-02,1.685799981996976449e+00,1.674969090290937324e+00,1.083089170603912521e-02,2.360516472237599306e-01,2.017686205803543853e-01,3.428302664340554529e-02,1.001988778941925728e+00,1.001988778941925728e+00,0.000000000000000000e+00
3.000000000000000000e+00,1.464162857757125069e+00,1.482726228140208935e+00,-1.856337038308386589e-02,4.108897386661589657e+00,4.007837708834284918e+00,1.010596778273047391e-01,1.711195029588545191e+00,1.695475579322975879e+00,1.571945026556931246e-02,2.470321718314201220e-01,2.127493511827669437e-01,3.428282064865317835e-02,1.013585295060032365e+00,1.013585295060032365e+00,0.000000000000000000e+00
4.000000000000000000e+00,1.431917292479567561e+00,1.443107604616554518e+00,-1.119031213698695737e-02,4.156044917062917676e+00,4.025618646850807281e+00,1.304262702121103956e-01,1.611475822198171093e+00,1.592546197590610779e+00,1.892962460756031362e-02,1.795585297186035323e-01,1.494385929740562613e-01,3.011993674454727099e-02,9.504917355496693698e-01,9.504917355496693698e-01,0.000000000000000000e+00
5.000000000000000000e+00,1.417213251840551580e+00,1.421556205820203145e+00,-4.342953979651564822e-03,4.133425229649301258e+00,3.979223841217204516e+00,1.542013884320967421e-01,1.580049787865197786e+00,1.557943589932598627e+00,2.210619793259915866e-02,1.628365360246462057e-01,1.363873841123954822e-01,2.644915191225072348e-02,9.338425767115449139e-01,9.338425767115449139e-01,0.000000000000000000e+00
6.000000000000000000e+00,1.458559650508839178e+00,1.460509052776955530e+00,-1.949402268116351422e-03,4.095183923577280893e+00,3.922034784785288331e+00,1.731491387919925629e-01,1.700973929965705844e+00,1.673958538492390735e+00,2.701539147331510904e-02,2.424142794568666659e-01,2.134494857154352054e-01,2.896479374143146046e-02,1.008780083469862587e+00,1.008780083469862587e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.403482250650436081e+00,1.398334016948727498e+00,5.148233701708582188e-03,4.138380677473210589e+00,3.944689893600962449e+00,1.936907838722481401e-01,1.542152219433064131e+00,1.514999544392561237e+00,2.715267504050289382e-02,1.386699687826280503e-01,1.166655274438337386e-01,2.200444133879431163e-02,9.110397076377558800e-01,9.110397076377558800e-01,0.000000000000000000e+00
8.000000000000000000e+00,1.388798558653510540e+00,1.378284767274017941e+00,1.051379137949259857e-02,4.075731737561932633e+00,3.869458945972206632e+00,2.062727915897260011e-01,1.524075427232759239e+00,1.495022471203847791e+00,2.905295602891144746e-02,1.352768685792486991e-01,1.167377039298298502e-01,1.853916464941884890e-02,9.054648843106883893e-01,9.054648843106883893e-01,0.000000000000000000e+00
9.000000000000000000e+00,1.416224067993834934e+00,1.404239310792578577e+00,1.198475720125635746e-02,4.012737366861165000e+00,3.797959918448265970e+00,2.147774484128990302e-01,1.617138469927871691e+00,1.584505419926670822e+00,3.263305000120086952e-02,2.009144019340367571e-01,1.802661091340922450e-01,2.064829279994451205e-02,9.663163631107405394e-01,9.663163631107405394e-01,0.000000000000000000e+00
1.000000000000000000e+01,1.398036905208596581e+00,1.382766358326258160e+00,1.527054688233842050e-02,4.018445003025892248e+00,3.793467493838176274e+00,2.249775091877159738e-01,1.567485365278831200e+00,1.534372364922329091e+00,3.311300035650210916e-02,1.694484600702346189e-01,1.516060065960709302e-01,1.784245347416368865e-02,9.361530543638708624e-01,9.361530543638708624e-01,0.000000000000000000e+00
1.100000000000000000e+01,1.381595260663827762e+00,1.362995500799332405e+00,1.859975986449535768e-02,3.992409039186241237e+00,3.760533508697285310e+00,2.318755304889559277e-01,1.532854376620649939e+00,1.499239305834929148e+00,3.361507078572079088e-02,1.512591159568221766e-01,1.362438050355967434e-01,1.501531092122543320e-02,9.176782348544219037e-01,9.176782348544219037e-01,0.000000000000000000e+00
1.200000000000000000e+01,1.377754177881388431e+00,1.357041481658677773e+00,2.071269622271065813e-02,3.949450297128268783e+00,3.713839454439558097e+00,2.356108426887106866e-01,1.537193623280833643e+00,1.502549756965047667e+00,3.464386631578597608e-02,1.594394453994452121e-01,1.455082753063698942e-01,1.393117009307531795e-02,9.239729764869706319e-01,9.239729764869706319e-01,0.000000000000000000e+00
1.300000000000000000e+01,1.415455395580109688e+00,1.395515909492684781e+00,1.993948608742490691e-02,3.916761689135547009e+00,3.678681385998969766e+00,2.380803031365772426e-01,1.646662704145607448e+00,1.608835703929207606e+00,3.782700021639984200e-02,2.312073085654977600e-01,2.133197944365228249e-01,1.788751412897493509e-02,9.928256376723756382e-01,9.928256376723756382e-01,0.000000000000000000e+00
1.400000000000000000e+01,1.406955797234291206e+00,1.386355807671833862e+00,2.059998956245734369e-02,3.957431139943522247e+00,3.713045163630851686e+00,2.443859763126705609e-01,1.611134809592034811e+00,1.573522090401223927e+00,3.761271919081088377e-02,2.041790123577436056e-01,1.871662827293900655e-01,1.701272962835354008e-02,9.676931718074297528e-01,9.676931718074297528e-01,0.000000000000000000e+00
1.500000000000000000e+01,1.400335064015791220e+00,1.378538961418529052e+00,2.179610259726216803e-02,3.969093856576833446e+00,3.719583742306259655e+00,2.495101142705737907e-01,1.589948612649522142e+00,1.552149712811440097e+00,3.779889983808204512e-02,1.896135486337309217e-01,1.736107513929110446e-01,1.600279724081987709e-02,9.539272863162691074e-01,9.539272863162691074e-01,0.000000000000000000e+00
1.600000000000000000e+01,1.392392539731803547e+00,1.369159564872839852e+00,2.323297485896369530e-02,3.965623755835510522e+00,3.712248708824227084e+00,2.533750470112834385e-01,1.570268051951716037e+00,1.532312665908424520e+00,3.795538604329151688e-02,1.778755122199124905e-01,1.631531010355846689e-01,1.472241118432782159e-02,9.424248959297597539e-01,9.424248959297597539e-01,0.000000000000000000e+00
1.700000000000000000e+01,1.452519999091873792e+00,1.430955842342319428e+00,2.156415674955436401e-02,3.950584427919718422e+00,3.694812850770343715e+00,2.557715771493747070e-01,1.731375998005149741e+00,1.688957834314570805e+00,4.241816369057893610e-02,2.788559989132759487e-01,2.580019919722513766e-01,2.085400694102457209e-02,1.040580965779177358e+00,1.040580965779177358e+00,0.000000000000000000e+00
1.800000000000000000e+01,1.531451992935608519e+00,1.510618467540883358e+00,2.083352539472516085e-02,4.037257201625799929e+00,3.773074082064320933e+00,2.641831195614789962e-01,1.901836748756921880e+00,1.854732373007363266e+00,4.710437574955861351e-02,3.703847558213133606e-01,3.441139054664799080e-01,2.627085035483345266e-02,1.133874274836723206e+00,1.133874274836723206e+00,0.000000000000000000e+00
1.900000000000000000e+01,1.584510138759835041e+00,1.567389965384015094e+00,1.712017337581994703e-02,4.211242380585522582e+00,3.933640069680421014e+00,2.776023109051015680e-01,1.982615189791853583e+00,1.933139688279541968e+00,4.947550151231161486e-02,3.981050510320185420e-01,3.657497228955268742e-01,3.235532813649166783e-02,1.163695913381100455e+00,1.163695913381100455e+00,0.000000000000000000e+00
2.000000000000000000e+01,1.616338562344407981e+00,1.604922165577250759e+00,1.141639676715722196e-02,4.404484035429771183e+00,4.108030855894896582e+00,2.964531795348746002e-01,2.009890969626755286e+00,1.958655287564358138e+00,5.123568206239714762e-02,3.935524072823473052e-01,3.537331219871073795e-01,3.981928529523992566e-02,1.160253122274718773e+00,1.160253122274718773e+00,0.000000000000000000e+00
2.100000000000000000e+01,1.657465630201409690e+00,1.649153431770679079e+00,8.312198430730610710e-03,4.583772461585603253e+00,4.261921490386480826e+00,3.218509711991224265e-01,2.064452033595054470e+00,2.009498528406927775e+00,5.495350518812669449e-02,4.069864033936447800e-01,3.603450966362486962e-01,4.664130675739608378e-02,1.174257901687898453e+00,1.174257901687898453e+00,0.000000000000000000e+00
2.200000000000000000e+01,1.725947291783756832e+00,1.717220749630619547e+00,8.726542153137284430e-03,4.767773078608568582e+00,4.414937815154504896e+00,3.528352634540636856e-01,2.184183156191100927e+00,2.122827749066372061e+00,6.135540712472886682e-02,4.582358644073440956e-01,4.056069994357525133e-01,5.262886497159158239e-02,1.224372210119574866e+00,1.224372210119574866e+00,0.000000000000000000e+00
2.300000000000000000e+01,1.706477881374971917e+00,1.707346663606979176e+00,-8.687822320072591253e-04,4.994072118472328903e+00,4.605772290705129279e+00,3.882998277671996235e-01,2.083750392794155637e+00,2.022174632187293764e+00,6.157576060686187347e-02,3.772725114191837203e-01,3.148279685803145878e-01,6.244454283886913259e-02,1.148171460385743359e+00,1.148171460385743359e+00,0.000000000000000000e+00
