t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff
0.000000000000000000e+00,9.091782560437366989e-01,9.078693275374714045e-01,1.308928506265294445e-03,1.174423618948972736e+00,1.174423618948972736e+00,0.000000000000000000e+00,1.033313057246857403e+00,1.033313057246857403e+00,0.000000000000000000e+00,1.241348012031207038e-01,1.254437297093859982e-01,-1.308928506265294445e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,8.778786492893595472e-01,8.764917771773806932e-01,1.386872111978854072e-03,1.174409744182342674e+00,1.175718672688607969e+00,-1.308928506265294445e-03,9.821687341611116118e-01,9.823917540707821638e-01,-2.230199096705520745e-04,1.042900848717520645e-01,1.058999768934014707e-01,-1.609892021649406146e-03,9.505068114088985887e-01,9.505068114088985887e-01,0.000000000000000000e+00
2.000000000000000000e+00,8.806769614490640441e-01,8.798068106421411683e-01,8.701508069228758302e-04,1.154552619790120804e+00,1.157333073089745756e+00,-2.780453299624952024e-03,9.921846156253411042e-01,9.926711709855843280e-01,-4.865553602432237668e-04,1.115076541762770601e-01,1.128643603434431597e-01,-1.356706167166099597e-03,9.635430326101315224e-01,9.635430326101315224e-01,0.000000000000000000e+00
3.000000000000000000e+00,9.348061584974465266e-01,9.351628837143428630e-01,-3.567252168963364056e-04,1.144012167327818297e+00,1.147855404235343268e+00,-3.843236907524971713e-03,1.084033073142630643e+00,1.084774354151561315e+00,-7.412810089306720585e-04,1.492269146451841166e-01,1.496114704372184523e-01,-3.845557920343356528e-04,1.054709857796808814e+00,1.054709857796808814e+00,0.000000000000000000e+00
4.000000000000000000e+00,9.834892713843595979e-01,9.843003694223325661e-01,-8.110980379729681999e-04,1.172305209752228849e+00,1.176126732715885970e+00,-3.821522963657120187e-03,1.156444015367356526e+00,1.157211396990187380e+00,-7.673816228308538712e-04,1.729547439829969280e-01,1.729110275678548136e-01,4.371641514211432877e-05,1.119573241037644884e+00,1.119573241037644884e+00,0.000000000000000000e+00
5.000000000000000000e+00,9.972058994782456720e-01,9.980529347529345507e-01,-8.470352746888787365e-04,1.221335215442386879e+00,1.224709047642573712e+00,-3.373832200186832608e-03,1.165750930725809820e+00,1.166406579366266349e+00,-6.556486404565298187e-04,1.685450312475641477e-01,1.683536446133317988e-01,1.913866342323489178e-04,1.119197671890378665e+00,1.119197671890378665e+00,0.000000000000000000e+00
6.000000000000000000e+00,1.000574944198626470e+00,1.001418016103571285e+00,-8.430719049448143210e-04,1.260772531666219720e+00,1.263598328409859750e+00,-2.825796743640029973e-03,1.160769119661097859e+00,1.161298925491311085e+00,-5.298058302132258035e-04,1.601941754624713887e-01,1.598809093877398002e-01,3.132660747315885175e-04,1.107219517097414840e+00,1.107219517097414840e+00,0.000000000000000000e+00
7.000000000000000000e+00,1.021715723042479596e+00,1.022599141524646038e+00,-8.834184821664425868e-04,1.287690061478913295e+00,1.289903876319374421e+00,-2.213814840461125755e-03,1.188529393502200104e+00,1.188945588355999394e+00,-4.161948537992898878e-04,1.668136704597205089e-01,1.663464468313533562e-01,4.672236283671526991e-04,1.128828108035618172e+00,1.128828108035618172e+00,0.000000000000000000e+00
8.000000000000000000e+00,1.084697846365227925e+00,1.084846109228123634e+00,-1.482628628957094463e-04,1.318381626071006174e+00,1.319894194246735486e+00,-1.512568175729311903e-03,1.284542493270081964e+00,1.284842739723461857e+00,-3.002464533798931967e-04,1.998446469048540397e-01,1.999966304953382235e-01,-1.519835904841837504e-04,1.214175016524322137e+00,1.214175016524322137e+00,0.000000000000000000e+00
9.000000000000000000e+00,1.042314143098263424e+00,1.043518085931890438e+00,-1.203942833627014153e-03,1.378859752532376248e+00,1.380364410259248942e+00,-1.504657726872693502e-03,1.198643595088071168e+00,1.198910080212053142e+00,-2.664851239819743256e-04,1.563294519898077439e-01,1.553919942801627041e-01,9.374577096450398273e-04,1.122671301729205817e+00,1.122671301729205817e+00,0.000000000000000000e+00
1.000000000000000000e+01,1.063936714433695085e+00,1.064996633253874503e+00,-1.059918820179417409e-03,1.389429523038538283e+00,1.389837665232366293e+00,-4.081421938280094253e-04,1.231839268955969846e+00,1.231913013873153107e+00,-7.374491718326048328e-05,1.679025545222747606e-01,1.669163806192786037e-01,9.861739029961569258e-04,1.151968573422473829e+00,1.151968573422473829e+00,0.000000000000000000e+00
1.100000000000000000e+01,1.039720044464618853e+00,1.040421941936856109e+00,-7.018974722372561814e-04,1.410455062440078011e+00,1.409833885896154992e+00,6.211765439230187980e-04,1.186027118290054139e+00,1.185920635254523736e+00,1.064830355304025034e-04,1.463070738254352854e-01,1.454986933176676267e-01,8.083805077676586848e-04,1.105736692420508094e+00,1.105736692420508094e+00,0.000000000000000000e+00
1.200000000000000000e+01,9.885081421836943161e-01,9.877893649582920599e-01,7.187772254022561924e-04,1.407662505015355281e+00,1.406298612724000696e+00,1.363892291354584785e-03,1.101217264105072369e+00,1.100999705645431037e+00,2.175584596413315808e-04,1.127091219213780526e-01,1.132103406871389772e-01,-5.012187657609246116e-04,1.027083013029399083e+00,1.027083013029399083e+00,0.000000000000000000e+00
1.300000000000000000e+01,9.642441654368052451e-01,9.632151273123963353e-01,1.029038124408909738e-03,1.371567197776566660e+00,1.370848701717608309e+00,7.184960589583511137e-04,1.070605600049596484e+00,1.070491264508233398e+00,1.143355413630864348e-04,1.063614346127912391e-01,1.072761371958370624e-01,-9.147025830458233031e-04,1.003833000794284835e+00,1.003833000794284835e+00,0.000000000000000000e+00
1.400000000000000000e+01,9.237173540854313192e-01,9.222344398299980872e-01,1.482914255433231965e-03,1.332939849074620708e+00,1.333212008034413421e+00,-2.721589597927120963e-04,1.014211638572545038e+00,1.014253843118529064e+00,-4.220454598402589852e-05,9.049428448711371864e-02,9.201940328853097650e-02,-1.525118801417257863e-03,9.565095047186873423e-01,9.565095047186873423e-01,0.000000000000000000e+00
1.500000000000000000e+01,8.570243257638235912e-01,8.551630739202376041e-01,1.861251843585987054e-03,1.282528658961326284e+00,1.284297166716581007e+00,-1.768507755254722369e-03,9.193704595257767842e-01,9.196287129111591074e-01,-2.582533853823232306e-04,6.234613376195319301e-02,6.446563899092150329e-02,-2.119505228968310284e-03,8.739044590845499449e-01,8.739044590845499449e-01,0.000000000000000000e+00
1.600000000000000000e+01,8.962220187991126741e-01,8.956077446298613687e-01,6.142741692513054019e-04,1.209298300276879790e+00,1.212999363771400052e+00,-3.701063494520262509e-03,1.002541084896635626e+00,1.003165711749555600e+00,-6.246268529199738850e-04,1.063190660975229518e-01,1.075579671196942311e-01,-1.238901022171279287e-03,9.644504937182247772e-01,9.644504937182247772e-01,0.000000000000000000e+00
1.700000000000000000e+01,9.444146904651400387e-01,9.449661720708320001e-01,-5.514816056919613629e-04,1.187782077293446203e+00,1.192330801268725704e+00,-4.548723975279500564e-03,1.087715508820560562e+00,1.088563245381904965e+00,-8.477365613444032277e-04,1.433008183554205228e-01,1.435970733110729647e-01,-2.962549556524418648e-04,1.050224692969538243e+00,1.050224692969538243e+00,0.000000000000000000e+00
1.800000000000000000e+01,9.368082752544910630e-01,9.370934324942652438e-01,-2.851572397741808373e-04,1.205522093007185047e+00,1.209886224950904365e+00,-4.364131943719318230e-03,1.070237212339679722e+00,1.071025766689008840e+00,-7.885543493291180539e-04,1.334289370851886591e-01,1.339323341947435964e-01,-5.033971095549372166e-04,1.030231096691375914e+00,1.030231096691375914e+00,0.000000000000000000e+00
1.900000000000000000e+01,9.404899313388473958e-01,9.408397736162495972e-01,-3.498422774022014181e-04,1.211514925024030687e+00,1.215921120369579889e+00,-4.406195345549202003e-03,1.074675084502988431e+00,1.075470580770250706e+00,-7.954962672622745146e-04,1.341851531641410356e-01,1.346308071540011086e-01,-4.456539898600730965e-04,1.033458007320202210e+00,1.033458007320202210e+00,0.000000000000000000e+00
2.000000000000000000e+01,1.057480345879643124e+00,1.057986945128228440e+00,-5.065992485853154648e-04,1.217630469034764573e+00,1.222016538127518537e+00,-4.386069092753963616e-03,1.266079518916160662e+00,1.267007743209879633e+00,-9.282242937189710830e-04,2.085991730365175378e-01,2.090207980816511935e-01,-4.216250451336556182e-04,1.216272617712808923e+00,1.216272617712808923e+00,0.000000000000000000e+00
2.100000000000000000e+01,1.039361464574180660e+00,1.040893950668786205e+00,-1.532486094605545190e-03,1.297513556910820931e+00,1.301857598358324042e+00,-4.344041447503110831e-03,1.215091826894467708e+00,1.215919896722849503e+00,-8.280698283817944372e-04,1.757303623202870480e-01,1.750259460540632972e-01,7.044162662237507533e-04,1.152270004633137113e+00,1.152270004633137113e+00,0.000000000000000000e+00
2.200000000000000000e+01,9.867290642010232427e-01,9.874204900996965684e-01,-6.914258986733257117e-04,1.336083368690205608e+00,1.339263783936190721e+00,-3.180415245985113160e-03,1.117545235588144337e+00,1.118086934651144393e+00,-5.416990630000562135e-04,1.308161713871210940e-01,1.306664445514478246e-01,1.497268356732694983e-04,1.053458177636211746e+00,1.053458177636211746e+00,0.000000000000000000e+00
2.300000000000000000e+01,9.940212365982354914e-01,9.947598939820301300e-01,-7.386573837946386334e-04,1.325661763067581322e+00,1.328356248820306451e+00,-2.694485752725128691e-03,1.132480954016297670e+00,1.132949742360225942e+00,-4.687883439282725107e-04,1.384597174180621781e-01,1.381898483781958120e-01,2.698690398663661227e-04,1.069242622137777765e+00,1.069242622137777765e+00,0.000000000000000000e+00
2.400000000000000000e+01,9.534756239354673646e-01,9.530968372767851804e-01,3.787866586821841963e-04,1.323985374558335648e+00,1.326125156367311986e+00,-2.139781808976337629e-03,1.065541002181986663e+00,1.065891779166104447e+00,-3.507769841177843517e-04,1.120653782465192982e-01,1.127949418893192668e-01,-7.295636427999685480e-04,1.006300135221053438e+00,1.006300135221053438e+00,0.000000000000000000e+00
2.500000000000000000e+01,9.389083728718099486e-01,9.384292912989952162e-01,4.790815728147324037e-04,1.296091858413892073e+00,1.298735006883452670e+00,-2.643148469560596681e-03,1.048988850158644182e+00,1.049424520721873977e+00,-4.356705632297952491e-04,1.100804772868342329e-01,1.109952294228787606e-01,-9.147521360445276528e-04,9.949770735124866539e-01,9.949770735124866539e-01,0.000000000000000000e+00
2.600000000000000000e+01,9.521893562256124044e-01,9.522649403987750727e-01,-7.558417316266829999e-05,1.269162073337934071e+00,1.272440565919387812e+00,-3.278492581453740229e-03,1.078241720385687552e+00,1.078808848223142380e+00,-5.671278374548283097e-04,1.260523641600751477e-01,1.265439078243673077e-01,-4.915436642921600097e-04,1.027109950692640217e+00,1.027109950692640217e+00,0.000000000000000000e+00
2.700000000000000000e+01,9.946138598910765349e-01,9.955679918551386676e-01,-9.541319640621326315e-04,1.261050930860653452e+00,1.264474396664015954e+00,-3.423465803362502058e-03,1.150840926314500967e+00,1.151477038446118817e+00,-6.361121316178497409e-04,1.562270664234244322e-01,1.559090465909801493e-01,3.180198324442828905e-04,1.097699939321966189e+00,1.097699939321966189e+00,0.000000000000000000e+00
2.800000000000000000e+01,1.011455692753038704e+00,1.012419482827930262e+00,-9.637900748915573246e-04,1.283971921971253094e+00,1.286715472336652510e+00,-2.743550365399416435e-03,1.172555645352618026e+00,1.173065886668893443e+00,-5.102413162754171339e-04,1.610999525995793213e-01,1.606464038409631812e-01,4.535487586161401907e-04,1.114313302109799508e+00,1.114313302109799508e+00,0.000000000000000000e+00
2.900000000000000000e+01,1.068763431044601253e+00,1.069401939664870183e+00,-6.385086202689294055e-04,1.309342814355130891e+00,1.311342794422986513e+00,-1.999980067855622323e-03,1.260587425112604354e+00,1.260979650052185930e+00,-3.922249395815757822e-04,1.918239940680031008e-01,1.915777103873157472e-01,2.462836806873536233e-04,1.193204177277320754e+00,1.193204177277320754e+00,0.000000000000000000e+00
3.000000000000000000e+01,1.090578884300838380e+00,1.091239653692026801e+00,-6.607693911884204852e-04,1.362755783499971729e+00,1.364298061389262573e+00,-1.542277889290843973e-03,1.282883243614902247e+00,1.283179038058753330e+00,-2.957944438510828888e-04,1.923043593140638663e-01,1.919393843667265287e-01,3.649749473373375963e-04,1.204452295682492347e+00,1.204452295682492347e+00,0.000000000000000000e+00
3.100000000000000000e+01,1.138328083761511511e+00,1.136851306263907180e+00,1.476777497604331302e-03,1.411002816767536361e+00,1.412017085047342801e+00,-1.014268279806440631e-03,1.349609847607536439e+00,1.349807527645513261e+00,-1.976800379768217653e-04,2.112817638460249281e-01,2.129562213816060812e-01,-1.674457535581153067e-03,1.258145795266317313e+00,1.258145795266317313e+00,0.000000000000000000e+00
3.200000000000000000e+01,1.136710276801123687e+00,1.137616583451935615e+00,-9.063066508119277387e-04,1.473127046087776559e+00,1.475708553296534831e+00,-2.581507208758271332e-03,1.331693431984829701e+00,1.332168754619740270e+00,-4.753226349105688087e-04,1.949831551837060140e-01,1.945521711678046550e-01,4.309840159013589300e-04,1.230588868546954817e+00,1.230588868546954817e+00,0.000000000000000000e+00
3.300000000000000000e+01,1.130230271477172588e+00,1.132053135189591497e+00,-1.822863712418909543e-03,1.512385495674452240e+00,1.514263126959480843e+00,-1.877631285028602548e-03,1.310975064411742830e+00,1.311306639246288874e+00,-3.315748345460445279e-04,1.807447929345702420e-01,1.792535040566973770e-01,1.491288877872865015e-03,1.204966643156258455e+00,1.204966643156258455e+00,0.000000000000000000e+00
3.400000000000000000e+01,1.133342875552202589e+00,1.134900100968117886e+00,-1.557225415915297617e-03,1.533255560432258191e+00,1.533443417868374237e+00,-1.878574361160456618e-04,1.310844478587997575e+00,1.310877212483018583e+00,-3.273389502100876314e-05,1.775016030357949859e-01,1.759771115149006970e-01,1.524491520894288854e-03,1.201485674566223016e+00,1.201485674566223016e+00,0.000000000000000000e+00
3.500000000000000000e+01,1.108864503340996510e+00,1.110496896768320862e+00,-1.632393427324352331e-03,1.548676254433479560e+00,1.547319761882311351e+00,1.356492551168209104e-03,1.265629553085871439e+00,1.265403521713250656e+00,2.260313726207829887e-04,1.567650497448749292e-01,1.549066249449297938e-01,1.858424799945135319e-03,1.157679120307689269e+00,1.157679120307689269e+00,0.000000000000000000e+00
3.600000000000000000e+01,1.115124791741739729e+00,1.116280361922580733e+00,-1.155570180841003491e-03,1.541730268916841062e+00,1.538658746803589938e+00,3.071522113251123898e-03,1.278015857590145909e+00,1.277496483768170821e+00,5.193738219750887453e-04,1.628910658484061802e-01,1.612161218455900880e-01,1.674944002816092237e-03,1.170080516851662367e+00,1.170080516851662367e+00,0.000000000000000000e+00
3.700000000000000000e+01,1.101035008383350222e+00,1.101788248855233299e+00,-7.532404718830765233e-04,1.541644561733548136e+00,1.537222787149070902e+00,4.421774584477233816e-03,1.254249913000340388e+00,1.253515827362127188e+00,7.340856382131999425e-04,1.532149046169901663e-01,1.517275785068938898e-01,1.487326110096276466e-03,1.148334746526131322e+00,1.148334746526131322e+00,0.000000000000000000e+00
