score_max_nrmse,alpha,beta,delta,rho,gamma,sigma_eps,ti_k_oob_frac,ti_a_oob_frac,nn_k_oob_frac,nn_a_oob_frac,mean_nrmse,nrmse_c,nrmse_k,nrmse_y,nrmse_i,nrmse_A
1.1902305131325732,0.40606039902435287,0.9192386667037586,0.11639071679051226,0.9798370161935234,2.704790716063883,0.015435868487288848,0.0,0.0,0.0,0.0,0.610916345832103,0.3130954611849159,1.1902305131325732,0.5077100320355213,1.0435457228075042,0.0
1.0571897506916947,0.23625502147639085,0.9636773402358412,0.07712082965756632,0.9073067752773525,3.7070334645147267,0.006247175314406733,0.0,0.0,0.0,0.0,0.5096699568505202,0.3150594694747225,1.0571897506916947,0.3828770099499968,0.7932235541361873,0.0
1.0183020223916823,0.43083624950676414,0.9248916958017396,0.12656809300709027,0.9218158637321344,3.6146244258891507,0.016023407048095843,0.0,0.005,0.0,0.005,0.5754291581391486,0.3770112353553456,1.0183020223916823,0.5796352387775748,0.9021972941711404,0.0
0.9491069114747213,0.33771951185541527,0.9197111274543909,0.09044437958137874,0.8616657824094758,1.3559494329162287,0.039036294128455364,0.0,0.0,0.0,0.0,0.37665290824934605,0.23017973528689906,0.9491069114747213,0.29817624564223655,0.4058016488428735,0.0
0.8489951833309364,0.2661243871252785,0.9282276393337789,0.1484845715551891,0.9117836934157353,1.9019524105831487,0.04642694284720061,0.0,0.0,0.0,0.0,0.37739367688446634,0.14099470578249068,0.8489951833309364,0.27699203662667465,0.6199864586822298,0.0
0.8265805163101881,0.2038233124231032,0.9314256316617991,0.10571030245530588,0.9412826373817322,1.428256462676734,0.04673660884805859,0.225,0.0,0.065,0.0,0.42146945375247213,0.2245014077764874,0.7867281366606961,0.2695372080149888,0.8265805163101881,0.0
0.8140477906038412,0.4030280276283941,0.9718959238253203,0.10518707301144027,0.8692744250639176,1.3004620917146188,0.02409670125171551,0.0,0.0,0.0,0.0,0.38316328407483063,0.1737943563066732,0.8140477906038412,0.35728717717766206,0.5706870962859766,0.0
0.7962664083386871,0.27609027419561405,0.9756739945958725,0.14356186209251093,0.9756875604496761,1.6160610255703407,0.0201888072774654,0.0,0.0,0.0,0.0,0.35956005703692717,0.06763519004605044,0.7962664083386871,0.23505553214826655,0.6988431546516319,0.0
0.7272012664354857,0.28537801044476896,0.9365351432440626,0.1369295644879416,0.9214297121405284,3.903784194852595,0.036353492480953264,0.08,0.0,0.0,0.0,0.36973082004119806,0.1895147178674531,0.7272012664354857,0.3161536742426312,0.6157844416604205,0.0
0.6203607284910168,0.31733769704199066,0.9561202561942295,0.14299474473139645,0.9179897964311996,2.023641280579204,0.028360181479077304,0.0,0.0,0.0,0.0,0.2881029373275092,0.0941570595634666,0.6203607284910168,0.2347691830593431,0.49122771552371963,0.0
0.5976893174737278,0.24608449685711994,0.9013405425084209,0.08124731975575991,0.9786040688482961,3.0488516486414157,0.03314903025809589,0.0,0.0,0.0,0.0,0.26199601137015505,0.11807384182547845,0.5976893174737278,0.15603597151910115,0.43818092603246783,0.0
0.5640127382886893,0.20212404157297217,0.9238465693486162,0.13925213969949835,0.969660198590846,0.7813570073643106,0.01151048288171135,0.0,0.0,0.0,0.0,0.24631630890320624,0.07443257442850063,0.5640127382886893,0.1135853320927996,0.4795508997060416,0.0
0.5626988157651088,0.30745758010856167,0.9272521919450146,0.020765704331271066,0.8608606358278007,3.1476763955108504,0.02704946169465112,0.0,0.01,0.0,0.01,0.24778053533108224,0.261608280020558,0.5626988157651088,0.2256237340607595,0.1889718468089849,0.0
0.5613837824409749,0.31653468964610854,0.918639860459898,0.1399528518031711,0.8688867915486579,3.810498138299095,0.045483734019563696,0.035,0.005,0.02,0.005,0.32370939914969604,0.2908546912528968,0.5308344818061821,0.23547404024842628,0.5613837824409749,0.0
0.5208648037304459,0.2774214980348252,0.915930981240592,0.05484400235895059,0.9891701184599162,3.4832403342701705,0.021680341041388284,0.07,0.0,0.125,0.0,0.26174193398787227,0.30030602425019326,0.3519582132893908,0.13558062866933132,0.5208648037304459,0.0
0.5200958363093796,0.2926627912918913,0.9295699578733033,0.09964341733635963,0.9549500346847272,2.406503900670726,0.01827294284417181,0.0,0.0,0.0,0.0,0.23857621384449718,0.10382008977177598,0.5200958363093796,0.1761126623287901,0.3928524808125401,0.0
0.519163601544467,0.32487168757575435,0.9682929288903481,0.09359158122247345,0.9054616222184393,2.0310412654504066,0.006000587956394548,0.0,0.0,0.0,0.0,0.2710278325072072,0.2102685672260819,0.519163601544467,0.19148915266313354,0.4342178411023537,0.0
0.517570416251551,0.34396827100924166,0.9384568894154656,0.12856330515011405,0.8872517476815784,2.6577193799356644,0.041495995009313745,0.085,0.0,0.075,0.0,0.27802919929546616,0.19475598263054453,0.46056392761949905,0.21725566997573637,0.517570416251551,0.0
0.41380034065645965,0.25718861335556686,0.919657640777736,0.14413687766519198,0.8548071587562107,3.037125269574837,0.049172766538623465,0.0,0.0,0.0,0.0,0.1812922232832,0.09114993118606582,0.41380034065645965,0.14378252169073294,0.25772832288274145,0.0
