t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff,hours_nn,hours_ti,hours_diff
0,0.47461642010340105,0.47441585740203096,0.00020056270137008836,1.415597332460576,1.415597332460576,0.0,0.5547917601246942,0.5551519095560825,-0.00036014943138829025,0.08017534002129317,0.08073605215405155,-0.0005607121327583786,1.0,1.0,0.0,0.33317625522613525,0.33351033909482614,-0.000334083868690882
1,0.47457553872183583,0.47442350997589766,0.00015202874593817084,1.4153336521421345,1.415894364274893,-0.0005607121327584341,0.5547236595774946,0.5551052241455579,-0.000381564568063264,0.08014812085565876,0.08068171416966019,-0.0005335933140014348,0.999883721822146,0.999883721822146,0.0,0.3332067131996155,0.3334888268772578,-0.0002821136776423039
2,0.4715858352464657,0.4714802323052591,0.00010560294120659508,1.415057735864096,1.4161201797541705,-0.0010624438900745936,0.5451893809653847,0.5455791368785984,-0.000389755913213663,0.07360354571891903,0.07409890457333929,-0.0004953588544202581,0.9808458165436116,0.9808458165436116,0.0,0.33421456813812256,0.3344469644093266,-0.00023239627120402728
3,0.47340792309902957,0.47333911365433406,6.880944469550565e-5,1.4082529229438954,1.4097503540391054,-0.0014974310952100556,0.5526706868400284,0.5530843601510755,-0.0004136733110471358,0.07926276374099883,0.07974524649674147,-0.00048248275574264143,0.9963144363725868,0.9963144363725868,0.0,0.3340497612953186,0.3342425606002384,-0.00019279930491977737
4,0.4745739085197315,0.47453922912231467,3.4679397416859103e-5,1.407494000493048,1.4093888252529414,-0.001894824759893332,0.5566111017209993,0.5570436674856708,-0.00043256576467154417,0.08203719320126773,0.08250443836335614,-0.0004672451620884033,1.0042703829556507,1.0042703829556507,0.0,0.33370986580848694,0.33386586732136314,-0.00015600151287620267
5,0.47016205368994113,0.47016556480230887,-3.511112367737823e-6,1.4095526320387062,1.4118070316197608,-0.002254399581054667,0.5419834122483119,0.5424052607459082,-0.00042184849759629994,0.0718213585583708,0.07223969594359936,-0.0004183373852285621,0.9748356689507273,0.9748356689507273,0.0,0.33505308628082275,0.3351642162998569,-0.00011113001903412245
6,0.47608083943337753,0.47610190970350225,-2.1070270124712298e-5,1.4012784505458629,1.4038230849157394,-0.0025446343698765084,0.562977299897232,0.5634438497790675,-0.0004665498818354763,0.08689646046385446,0.08734194007556523,-0.000445479611710764,1.0175607157996878,1.0175607157996878,0.0,0.33359935879707336,0.33369667412597975,-9.731532890638883e-5
7,0.4738585797913074,0.4739062116247162,-4.7631833408778856e-5,1.4085495378895474,1.41139505715402,-0.002845519264472518,0.5540500870312083,0.5545171794118756,-0.0004670923806673333,0.08019150723990087,0.08061096778715943,-0.0004194605472585544,0.9990547005277639,0.9990547005277639,0.0,0.33388054370880127,0.3339482671499264,-6.772344112515594e-5
8,0.480920046840477,0.480956305413463,-3.625857298600321e-5,1.4087025042748396,1.4118057920737759,-0.003103287798936316,0.5768006456835126,0.577361202353903,-0.0005605566703903442,0.09588059884303562,0.09640489694043997,-0.000524298097404341,1.0449110048895498,1.0449110048895498,0.0,0.3314790725708008,0.3315792771628717,-0.00010020459207094046
9,0.4816567193395216,0.4817265417505959,-6.98224110743384e-5,1.4245358701967472,1.4279871168017833,-0.00345124660503604,0.5754307994219998,0.5759909092195398,-0.0005601097975399538,0.09377408008247823,0.09426436746894384,-0.0004902873864656154,1.0407819607509365,1.0407819607509365,0.0,0.3302741050720215,0.33033529634884584,-6.119127682435721e-5
10,0.48323190487261297,0.4833180050019453,-8.610012933230049e-5,1.4373630120434338,1.4411084345493497,-0.0037454225059159185,0.5774886812817671,0.5780734724098123,-0.0005847911280452145,0.09425677640915414,0.09475546740786706,-0.000498690998712914,1.0438714412249386,1.0438714412249386,0.0,0.32897400856018066,0.32902219079046957,-4.818223028890678e-5
11,0.484167111231919,0.484276657478194,-0.00010954624627496079,1.4499439687049096,1.45397525465595,-0.004031285951040298,0.577554037947316,0.5781459338093724,-0.0005918958620564352,0.09338692671539695,0.09386927633117842,-0.0004823496157814744,1.0429605149556442,1.0429605149556442,0.0,0.32791608572006226,0.3279392016539163,-2.3115933854067627e-5
12,0.4829659569476393,0.4831139430220959,-0.0001479860744566519,1.4609401832342352,1.465224747521269,-0.004284564287033721,0.5710527886388176,0.5716106187358246,-0.0005578300970070504,0.08808683169117831,0.08849667571372871,-0.00040984402255039853,1.029015285655441,1.029015285655441,0.0,0.32765159010887146,0.327623317514336,2.8272594535472262e-5
13,0.48167607873317314,0.48184124458799205,-0.000165165854818905,1.4660114606999415,1.4704624055994664,-0.004450944899524911,0.5656218458058957,0.5661714833769015,-0.0005496375710057899,0.08394576707272255,0.08433023878890944,-0.0003844717161868849,1.017789708737271,1.017789708737271,0.0,0.327748566865921,0.32769932304990324,4.924381601778549e-5
14,0.48006977414009894,0.48024452764328907,-0.00017475350319012817,1.4666535064379032,1.4712360053353526,-0.0045824988974494385,0.5602048901005713,0.560755493641391,-0.0005506035408197052,0.08013511596047235,0.08051096599810192,-0.00037585003762957703,1.0069780331625289,1.0069780331625289,0.0,0.3282054662704468,0.328146046913468,5.9419356978784865e-5
15,0.48476886353470305,0.4849384833687662,-0.0001696198340631616,1.4634484178568505,1.4681463737312996,-0.0046979558744491,0.5763301365318013,0.5769334467678109,-0.0006033102360095688,0.09156127299709826,0.09199496339904467,-0.0004336904019464072,1.0393990301584988,1.0393990301584988,0.0,0.32692068815231323,0.32687854479963985,4.214335267338498e-5
16,0.48490153517669593,0.48508913954840505,-0.00018760437170911581,1.4718516102679087,1.4767163028283892,-0.004864692560480499,0.5747822779238533,0.5753782109748847,-0.0005959330510314498,0.08988074274715735,0.09028907142647968,-0.00040832867932233397,1.0356254014535287,1.0356254014535287,0.0,0.32638072967529297,0.32631680000993535,6.392966535762046e-5
17,0.4831140254950596,0.48332182764636855,-0.00020780215130894453,1.4780967746619902,1.4830933676443738,-0.004996592982383641,0.5674470749179427,0.5680187655082366,-0.0005716905902939384,0.08433304942288306,0.08469693786186805,-0.0003638884389849939,1.02051106796245,1.02051106796245,0.0,0.32656508684158325,0.3264730191381636,9.206770341962933e-5
