t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff,hours_nn,hours_ti,hours_diff
0,0.4578564589363239,0.4579812754375482,-0.00012481650122431187,1.1406193889531608,1.1406193889531608,0.0,0.4955607993537331,0.495454876606065,0.00010592274766807463,0.03770434041740922,0.037473601168516835,0.0002307392488923865,1.0,1.0,0.0,0.3336544334888458,0.3335492808222995,0.00010515266654631539
1,0.49069624070819945,0.49086639475572813,-0.00017015404752868113,1.1413233189570107,1.1410925797081184,0.00023073924889227548,0.5627305793778306,0.5625126839437076,0.0002178954341229833,0.0720343386696311,0.07164628918797944,0.0003880494816516644,1.1082028690742909,1.1082028690742909,0.0,0.3457614779472351,0.34559723882883897,0.0001642391183961367
2,0.5227518109956991,0.5226867002090597,6.511078663939962e-5,1.1763344125152886,1.175723108706525,0.0006113038087636191,0.6159405654723403,0.6158192452768647,0.00012132019547561601,0.09318875447664121,0.093132545067805,5.620940883621639e-5,1.188205130403155,1.188205130403155,0.0,0.3513748049736023,0.3513594147050421,1.539026856017811e-5
3,0.5334187184232658,0.5334370370456368,-1.8318622371005233e-5,1.2313642013736046,1.2307165181641833,0.0006476832094213236,0.6186187504501519,0.6184174233481816,0.00020132710197029446,0.08520003202688609,0.08498038630254479,0.0002196457243412997,1.184349472841365,1.184349472841365,0.0,0.34770289063453674,0.34762282538578504,8.006524875170395e-5
4,0.5361066001978383,0.5362055755620794,-9.897536424108289e-5,1.2766201633095875,1.2757738444908542,0.0008463188187333159,0.6085292884263468,0.6082120319033023,0.0003172565230444846,0.0724226882285085,0.07200645634122294,0.0004162318872855675,1.162410262236597,1.162410262236597,0.0,0.3429361879825592,0.34278044167024707,0.00015574631231213276
5,0.5058878143186153,0.506068018127129,-0.00018020380851369033,1.3076307289298423,1.3063956318546641,0.0012350970751782153,0.5365354021570831,0.5360977571669966,0.00043764499008647206,0.03064758783846777,0.03002973903986761,0.0006178487986001624,1.0465802188644762,1.0465802188644762,0.0,0.32874149084091187,0.32849344177309575,0.000248049067816114
6,0.4737730007191492,0.47358949700587766,0.0001835037132715267,1.2958602462810194,1.2940473655675606,0.0018128807134587532,0.4751774735983983,0.47494392729044355,0.00023354630795474618,0.001404472879249108,0.0013544302845658884,5.004259468321948e-5,0.9515660516479699,0.9515660516479699,0.0,0.3176107108592987,0.31759147107675045,1.923978254825265e-5
7,0.4649295701731589,0.46462045230193655,0.0003091178712223419,1.2552284698948417,1.2534243543985595,0.0018041154962822326,0.47066698339409463,0.47052805420982624,0.00013892918426838818,0.005737413220935739,0.005907601907889692,-0.00017018868695395373,0.9481908666296457,0.9481908666296457,0.0,0.31961578130722046,0.31969480413396517,-7.90228267447124e-5
8,0.44450128193219945,0.4438799741018288,0.0006213078303706765,1.2202476829881095,1.2186722796568514,0.0015754033312580518,0.44057313024621225,0.4407347516306469,-0.00016162138443465146,-0.003928151685987202,-0.0031452224711818744,-0.000782929214805328,0.90339905851952,0.90339905851952,0.0,0.31559431552886963,0.31595867689848733,-0.00036436136961770504
9,0.43409921680022584,0.43354114194007143,0.0005580748601544117,1.1767360685677282,1.1759946987638865,0.0007413698038416516,0.43403835623090925,0.4343229475251936,-0.00028459129428437535,-6.0860569316589785e-5,0.0007818055851221972,-0.000842666154438787,0.8967910687650036,0.8967910687650036,0.0,0.3175000250339508,0.3179020956817745,-0.0004020706478237157
