t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff,hours_nn,hours_ti,hours_diff
0,0.3370007971786091,0.33700693624419675,-6.139065587662529e-6,0.7504057967081552,0.7504057967081552,0.0,0.4278839199276023,0.42787225084608604,1.166908151623014e-5,0.09088312274899318,0.09086531460188929,1.780814710389267e-5,1.0,1.0,0.0,0.3348991870880127,0.3348860703058718,1.3116782140887295e-5
1,0.335558654687546,0.3355719068658082,-1.325217826220193e-5,0.7526318154454843,0.7526140072983802,1.7808147104059202e-5,0.4253175795375515,0.425289390829997,2.8188707554499537e-5,0.08975892485000553,0.08971748396418883,4.144088581670147e-5,0.9908214062403722,0.9908214062403722,0.0,0.3360099494457245,0.3359814343478737,2.851509785078976e-5
2,0.3241060516403609,0.32416459139444337,-5.853975408248724e-5,0.753470642080432,0.7534134970008081,5.7145079623954764e-5,0.4066692471692711,0.4065587847764404,0.00011046239283069026,0.08256319552891023,0.08239419338199705,0.0001690021469131775,0.9285027626360951,0.9285027626360951,0.0,0.3456953167915344,0.34557190010858135,0.0001234166829530703
3,0.32083054625693347,0.32087985677440933,-4.931051747586457e-5,0.7470146357618916,0.7467952399720974,0.00021939578979424113,0.40203172928343117,0.4019006166645674,0.00013111261886378234,0.0812011830264977,0.08102075989015806,0.0001804231363396469,0.9145713110192047,0.9145713110192047,0.0,0.3488183617591858,0.34869966972489874,0.000118692034287049
4,0.32914837701419036,0.3291221688997223,2.6208114468073695e-5,0.739959365344794,0.7395854670544557,0.0003738982903382926,0.4161695593314567,0.41612189774648123,4.766158497548911e-5,0.08702118231726635,0.08699972884675894,2.1453470507415418e-5,0.9629937295690466,0.9629937295690466,0.0,0.3418024182319641,0.34182154724772085,-1.9129015756735868e-5
5,0.3281932441137387,0.3281723377538191,2.090635991958134e-5,0.7395576430075907,0.739206465665122,0.00035117734246870036,0.4146608399806595,0.41461011332312264,5.072665753685923e-5,0.08646759586692082,0.08643777556930354,2.982029761727789e-5,0.9580399398290093,0.9580399398290093,0.0,0.34263327717781067,0.3426440569700658,-1.0779792255111165e-5
6,0.3306093273714973,0.3305786654173578,3.066195413947703e-5,0.738649795925681,0.7383102883251369,0.0003395076005441311,0.4186705046838282,0.4186379092014398,3.259548238843113e-5,0.08806117731233093,0.08805924378408198,1.9335282489540973e-6,0.9716746432689145,0.9716746432689145,0.0,0.3406044542789459,0.3406346693208521,-3.0215041906200835e-5
7,0.3147950637508039,0.3148664221653403,-7.135841453637104e-5,0.7394427883800979,0.7391414585627928,0.0003013298173051293,0.39309458285717247,0.3929115735403751,0.00018300931679737786,0.07829951910636856,0.07804515137503482,0.0002543677313337489,0.8868357308053116,0.8868357308053116,0.0,0.35458090901374817,0.3544068525109557,0.00017405650279245233
8,0.322320738291007,0.32229231088257865,2.8427408428344236e-5,0.7303804341005318,0.7298603373282617,0.0005200967722700511,0.4060803883377566,0.4060040480736039,7.634026415270778e-5,0.08375965004674962,0.08371173719102526,4.7912855724363546e-5,0.9314957046887102,0.9314957046887102,0.0,0.34807929396629333,0.3480934563630869,-1.4162396793582221e-5
9,0.32942709421453853,0.32936079964030884,6.62945742296861e-5,0.7278488875731179,0.7273423250632527,0.0005065625098652493,0.41782819278903605,0.41781354294201034,1.4649847025705043e-5,0.08840109857449752,0.0884527433017015,-5.1644727203981056e-5,0.9713500532288091,0.9713500532288091,0.0,0.3419738709926605,0.3420605075169879,-8.663652432738811e-5
