t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff,hours_nn,hours_ti,hours_diff
0,0.3769517249093562,0.37735661697768785,-0.0004048920683316637,1.160186430173019,1.160186430173019,0.0,0.5338855760880591,0.5332505014607368,0.0006350746273222629,0.1569338511787029,0.15589388448304897,0.0010399666956539266,1.0,1.0,0.0,0.3340434432029724,0.33340625566850546,0.0006371875344669542
1,0.3808959367520793,0.3811221331951148,-0.000226196443035509,1.1613455270870179,1.1603055603913637,0.0010399666956542042,0.5441385741480518,0.5434933758945037,0.0006451982535480294,0.1632426373959725,0.16237124269938896,0.0008713946965835384,1.019330939500046,1.019330939500046,0.0,0.3337755501270294,0.33332127142238555,0.00045427870464387343
2,0.37626165766216346,0.3764819411403007,-0.0002202834781372398,1.1686577817500925,1.1668860535687298,0.0017717281813627306,0.5301716140192414,0.5293539599256479,0.0008176540935934673,0.15390995635707794,0.15287201878534723,0.0010379375717307071,0.9915393032189519,0.9915393032189519,0.0,0.33338817954063416,0.332868735099157,0.0005194444414771682
3,0.37549115735839184,0.3756143144480082,-0.00012315708961635474,1.1656555608594963,1.1630837797384743,0.0025717811210219654,0.528736052188999,0.5278559895572814,0.0008800626317175819,0.15324489483060716,0.15224167510927322,0.0010032197213339367,0.9893455561156025,0.9893455561156025,0.0,0.33364084362983704,0.33319477334061154,0.0004460702892254975
4,0.3747259944461812,0.3747671616955637,-4.116724938246774e-5,1.1623913776421082,1.1591616821418345,0.0032296955002737437,0.5273714913445959,0.5264429375217543,0.0009285538228416268,0.15264549689841472,0.15167577582619063,0.0009697210722240945,0.9873301857983876,0.9873301857983876,0.0,0.33391451835632324,0.33353207447257216,0.0003824438837510824
5,0.37574234743678664,0.37571599683473195,2.6350602054692196e-5,1.1589660685885803,1.1552002935497367,0.0037657750388435662,0.5308943392096291,0.5299177940124635,0.0009765451971656125,0.1551519917728425,0.15420179717773158,0.0009501945951109203,0.9945465941625959,0.9945465941625959,0.0,0.33417537808418274,0.33384563675586115,0.00032974132832158665
6,0.3726793668770764,0.3725861266457523,9.324023132412096e-5,1.1585071603885688,1.154296810080988,0.004210350307580768,0.5226049753024896,0.5216290053372107,0.0009759699652789333,0.1499256084254132,0.14904287869145838,0.0008827297339548124,0.9790542000124498,0.9790542000124498,0.0,0.33423539996147156,0.33396847968843524,0.0002669202730363196
7,0.37097790697239097,0.37082080896165415,0.0001570980107368225,1.1528834850695442,1.14835571614308,0.004527768926464226,0.5191553477991353,0.5181955238557474,0.0009598239433878941,0.14817744082674433,0.14737471489409326,0.0008027259326510716,0.9735494450947664,0.9735494450947664,0.0,0.33469054102897644,0.33449274387781364,0.00019779715116280405
8,0.37034856875345845,0.37016363107416805,0.00018493767929039784,1.1462667161796989,1.1415441512821345,0.004722564897564396,0.5189375460440647,0.5179626719509945,0.0009748740930701771,0.14858897729060627,0.1477990408768265,0.0007899364137797793,0.9742285207255403,0.9742285207255403,0.0,0.3352552056312561,0.33508018693840075,0.00017501869285535543
9,0.37387735369244113,0.3736912602040488,0.00018609348839232487,1.140949897478472,1.1360714807998085,0.004878416678663511,0.5298048524604243,0.5287598365838064,0.0010450158766178719,0.15592749876798317,0.15506857637975763,0.000858922388225547,0.9956057596866481,0.9956057596866481,0.0,0.33566993474960327,0.33547580112733866,0.00019413362226461395
