t,consumption_nn,consumption_ti,consumption_diff,capital_nn,capital_ti,capital_diff,output_nn,output_ti,output_diff,investment_nn,investment_ti,investment_diff,productivity_nn,productivity_ti,productivity_diff,hours_nn,hours_ti,hours_diff
0,0.3415666025261471,0.34102749667985366,0.0005391058462934639,0.6260910640343004,0.6260910640343004,0.0,0.40584314034365687,0.4074715765722907,-0.001628436228633845,0.06427653781750975,0.06644407989243706,-0.002167542074927309,1.0,1.0,0.0,0.3322911858558655,0.33424125620569856,-0.0019500703498330774
1,0.34343484680485653,0.3431730662110715,0.0002617805937850104,0.624931809157774,0.6270993512327013,-0.002167542074927309,0.40933122225988255,0.4109346918922195,-0.001603469632336929,0.06589637545502602,0.06776162568114796,-0.0018652502261219395,1.0130475588138979,1.0130475588138979,0.0,0.330441415309906,0.33180428073600726,-0.0013628654261012563
2,0.33941581882292415,0.3393047140599806,0.00011110476294357019,0.6255135512295056,0.6293198032682541,-0.0038062520387485144,0.4021984348734665,0.40392882891550824,-0.0017303940420417274,0.06278261605054236,0.06462411485552766,-0.0018414988049852976,0.9865400714395205,0.9865400714395205,0.0,0.3346405327320099,0.33580548065737137,-0.0011649479253614814
3,0.3407646047632451,0.3408423279935196,-7.772323027449568e-5,0.6229207332308536,0.6281706743410578,-0.005249941110204159,0.4050531840792892,0.40676322812516075,-0.0017100440458715505,0.06428857931604409,0.06592090013164115,-0.0016323208155970548,0.9972337318255701,0.9972337318255701,0.0,0.33347031474113464,0.33423319388328426,-0.0007628791421496195
4,0.34282653437087296,0.34305683618780686,-0.00023030181693389773,0.6221048663951507,0.6284384316889802,-0.006333565293829446,0.4088123261585274,0.4104836779733926,-0.001671351814865163,0.06598579178765446,0.06742684178558572,-0.0014410499979312652,1.0112708608326784,1.0112708608326784,0.0,0.3313688039779663,0.3317964883201642,-0.0004276843421978649
5,0.33680213035842577,0.33705433822246333,-0.000252207864037568,0.6230714822037116,0.630184146080752,-0.007112663877040459,0.39810853647556066,0.39993666259199356,-0.0018281261164329043,0.06130640611713489,0.06288232436953023,-0.0015759182523953363,0.9716067102446536,0.9716067102446536,0.0,0.3377189040184021,0.3382121094253725,-0.0004932054069703984
6,0.3428719447413493,0.34329944054828976,-0.00042749580694045886,0.6192576866678577,0.6272028900370835,-0.007945203369225773,0.4094405210021673,0.4111303875636543,-0.0016898665614869524,0.06656857626081802,0.06783094701536452,-0.0012623707545464935,1.0137845683308913,1.0137845683308913,0.0,0.33161136507987976,0.33165728232572383,-4.591724584407375e-5
7,0.34194098688846397,0.34240513443508347,-0.00046414754661949775,0.6211046594164328,0.6294818420677081,-0.008377182651275294,0.4074578719411129,0.4091765715301408,-0.0017186995890279277,0.06551688505264891,0.06677143709505734,-0.00125455204240843,1.0062747973150683,1.0062747973150683,0.0,0.33240753412246704,0.3323980286394866,9.505482980454172e-6
8,0.34862819736090983,0.34921583486530244,-0.000587637504392613,0.6217069049388695,0.6304630999246444,-0.008756194985774957,0.41904050397091386,0.4205998319277342,-0.0015593279568203444,0.07041230661000403,0.07138399706243176,-0.0009716904524277314,1.0497972787941219,1.0497972787941219,0.0,0.32538264989852905,0.3250498742497589,0.0003327756487701561
9,0.3459870842267335,0.3465385280276679,-0.0005514438009343592,0.6271416284383726,0.6359543617640604,-0.008812733325687772,0.41337100661812426,0.414998174363685,-0.0016271677455607647,0.06738392239139074,0.06845964633601714,-0.0010757239446264055,1.0280439453881718,1.0280439453881718,0.0,0.32756268978118896,0.3273349323911708,0.00022775739001817952
10,0.3430100117476725,0.34354022211375373,-0.0005302103660812518,0.6289799585897736,0.6379473546533494,-0.008967396063575772,0.4078100489272952,0.40951241036894453,-0.0017023614416493138,0.06480003717962274,0.0659721882551908,-0.001172151075568062,1.0071568285475618,1.0071568285475618,0.0,0.33047550916671753,0.3303293895487,0.00014611961801752615
11,0.3413375293233141,0.34187726157515463,-0.0005397322518405079,0.6280422707908955,0.6372445921756251,-0.00920232138472965,0.40506744730155175,0.40681234821536344,-0.0017449009138116867,0.06372991797823763,0.0649350866402088,-0.0012051686619711788,0.9970239997290095,0.9970239997290095,0.0,0.3323325216770172,0.3321902936681658,0.0001422280088513861
12,0.35091636380909436,0.3516051338957129,-0.0006887700866185509,0.6261324660589025,0.6355781771743485,-0.00944571111544601,0.4221994516664118,0.4237120778020928,-0.0015126261356809834,0.07128308785731746,0.0721069439063799,-0.0008238560490624325,1.0614978311126488,1.0614978311126488,0.0,0.32263073325157166,0.32208910824599885,0.00054162500557281
13,0.36110092645096087,0.36188965965667597,-0.0007887332057150975,0.6319754340971782,0.6412577844973786,-0.009282350400200423,0.43899033548291916,0.44021783294255956,-0.0012274974596404031,0.07788940903195829,0.0783281732858836,-0.0004387642539253056,1.1257133587174322,1.1257133587174322,0.0,0.31211912631988525,0.3112946641604338,0.0008244621594514778
14,0.3579455183278084,0.3586074467496069,-0.0006619284217984633,0.643814046577533,0.6525650180825343,-0.00875097150500126,0.43117480968730115,0.4324801709830816,-0.0013053612957804606,0.07322929135949274,0.07387272423347474,-0.0006434328739819972,1.0945278454840555,1.0945278454840555,0.0,0.3140735328197479,0.31350562581046726,0.000567907009280666
15,0.36673835216303347,0.3674749091898412,-0.0007365570268077493,0.6497552309739658,0.658235029171569,-0.008479798197603139,0.44556306915089094,0.44659591091939216,-0.0010328417685012137,0.07882471698785748,0.07912100172955094,-0.0002962847416934644,1.1498039551501118,1.1498039551501118,0.0,0.3053208589553833,0.3045289315804623,0.0007919273749210087
16,0.3649747551161219,0.3656025059046248,-0.0006277507885029121,0.660670899201548,0.6685607175879371,-0.007889818386389136,0.44038916325086386,0.44145626329563054,-0.0010671000447666779,0.07541440813474198,0.07585375739100575,-0.00043934925626376575,1.1287573264382347,1.1287573264382347,0.0,0.30600666999816895,0.3054138963518256,0.0005927736463433586
17,0.3780737238972007,0.37880556621833283,-0.000731842321132159,0.6670354095138119,0.674539974235288,-0.0075045647214760924,0.4623037902863166,0.462990368549773,-0.0006865782634564166,0.0842300663891159,0.08418480233144016,4.5264057675742375e-5,1.2145466794014164,1.2145466794014164,0.0,0.29386106133461,0.2929832543436779,0.0008778069909320951
18,0.38174916587121815,0.3824111366648057,-0.0006619707935875407,0.6815503924528052,0.6882253549115379,-0.0066749624587326695,0.46609514459736173,0.46664138936666344,-0.000546244769301707,0.08434597872614358,0.08423025270185774,0.00011572602428583378,1.2283274200952423,1.2283274200952423,0.0,0.2896364629268646,0.28883132798093086,0.0008051349459337609
19,0.389938059878219,0.3905766956548832,-0.0006386357766641759,0.6946642569498955,0.7005258609075655,-0.005861603957669992,0.4781055126600781,0.47841547394732037,-0.00030996128724225525,0.08816745278185911,0.08783877829243719,0.0003286744894219207,1.275650614635377,1.275650614635377,0.0,0.28196239471435547,0.28113787695300385,0.0008245177613516175
20,0.3896603177881896,0.39018737755227084,-0.0005270597640812391,0.7102290023606754,0.7151493073666652,-0.004920305005989722,0.47479534407752505,0.4750395958815667,-0.0002442518040416397,0.08513502628933545,0.08485221832929585,0.0002828079600395994,1.2606426182251715,1.2606426182251715,0.0,0.28109556436538696,0.2804125629243413,0.0006830014410456609
21,0.3933604012918071,0.3938297908268246,-0.000469389535017517,0.721134574767853,0.7252578270387879,-0.004123252270934907,0.47934292661988154,0.47945386422734737,-0.00011093760746583303,0.08598252532807443,0.08562407340052275,0.000358451927551684,1.2780433530960966,1.2780433530960966,0.0,0.27742868661880493,0.27679368254004044,0.0006350040787644895
22,0.39232686735780514,0.39270118223710415,-0.0003743148792990092,0.7317478523143846,0.7350817117031281,-0.003333859388743532,0.4756126217518388,0.475696940767704,-8.431901586519741e-5,0.08328575439403368,0.08299575853059987,0.0002899958634338118,1.2620165374969998,1.2620165374969998,0.0,0.27750784158706665,0.2769983739686152,0.0005094676184514424
23,0.3857218137473299,0.3859590704572009,-0.00023725670987101433,0.7385551141712257,0.741250539994155,-0.002695425822929365,0.46269985105733014,0.46294084110954803,-0.00024099005221789316,0.07697803731000025,0.07698177065234713,-3.733342346878832e-6,1.210178816300517,1.210178816300517,0.0,0.2822083830833435,0.28194904961101125,0.0002593334723322571
24,0.37428407352119625,0.3743439085289362,-5.983500773992789e-5,0.738343199219935,0.7407606464498342,-0.0024174472298992278,0.44240774903285995,0.44305445877670935,-0.0006467097438493941,0.0681236755116637,0.06871055024777317,-0.0005868747361094662,1.1318649391283495,1.1318649391283495,0.0,0.2914898693561554,0.29167263147871003,-0.00018276212255463609
25,0.3640363882990903,0.3639864242582048,4.9964040885475125e-5,0.7292990707225637,0.7320507336348476,-0.002751662912283903,0.4258308651926026,0.4268956669008577,-0.0010648017082550698,0.06179447689351231,0.06290924264265285,-0.001114765749140545,1.0700720961260917,1.0700720961260917,0.0,0.3009427785873413,0.3015188317924118,-0.0005760532050704814
26,0.36080547026700527,0.36081480177435105,-9.331507345777812e-6,0.7148709890376959,0.7184498281546666,-0.0035788391169707667,0.4227981541444938,0.423977273322598,-0.0011791191781042043,0.06199268387748852,0.06316247154824695,-0.0011697876707584265,1.0592750183649924,1.0592750183649924,0.0,0.30506080389022827,0.30560007827524277,-0.0005392743850144988
27,0.35291399666288326,0.35292191964133407,-7.922978450813911e-6,0.7021490626471029,0.7065236477211003,-0.004374585073997461,0.4112555095516412,0.4126928629776833,-0.0014373534260421206,0.05834151288875794,0.05977094333634925,-0.0014294304475913067,1.0170924690380323,1.0170924690380323,0.0,0.3134768307209015,0.31417775808161996,-0.000700927360718473
28,0.35390632818471246,0.35405625990112505,-0.00014993171641258796,0.6871055950705104,0.6924524016356575,-0.0053468065651470775,0.41584800192667737,0.4172439697779073,-0.0013959678512299178,0.06194167374196491,0.06318770987678224,-0.0012460361348173299,1.034440431593753,1.034440431593753,0.0,0.3139483630657196,0.3143636140360225,-0.0004152509703028717
29,0.35293892512120945,0.3531685747827004,-0.00022964966149097155,0.6772345536009975,0.683268575793738,-0.006034022192740518,0.4160155282711792,0.4174385375380415,-0.0014230092668622851,0.06307660314996977,0.06426996275534108,-0.0011933596053713136,1.0354270197711914,1.0354270197711914,0.0,0.31579655408859253,0.3160804122498276,-0.00028385816123505103
30,0.3448903752508708,0.34509472521680995,-0.00020434996593915455,0.6695301116277212,0.6761268487033685,-0.00659673707564723,0.4033404101519856,0.404995689864186,-0.0016552797122004193,0.05845003490111478,0.05990096464737604,-0.0014509297462612647,0.9890408573194172,0.9890408573194172,0.0,0.32445138692855835,0.32492620242728204,-0.0004748154987236908
31,0.3507334034934689,0.35111726016406025,-0.00038385667059137596,0.6580043297449596,0.6653625398016529,-0.007358210056693348,0.41579330866638625,0.4172825234567606,-0.001489214790374338,0.06505990517291738,0.06616526329270034,-0.001105358119782962,1.0354374654775473,1.0354374654775473,0.0,0.3197658061981201,0.3197962233709125,-3.0417172792396308e-5
