score_max_nrmse,alpha,beta,delta,rho,gamma,sigma_eps,nu,ti_converged,ti_k_oob_frac,ti_a_oob_frac,nn_k_oob_frac,nn_a_oob_frac,mean_nrmse,nrmse_c,nrmse_k,nrmse_y,nrmse_i,nrmse_A,nrmse_n
0.0885564583868583,0.2511324543300899,0.9348021146618058,0.022414359946692004,0.9779945220321311,0.7526325329549239,0.02243183280141046,1.6578745337671659,true,0.0,0.0,0.0,0.0,0.03289910607207102,0.023153984351346323,0.0885564583868583,0.023695716380841923,0.03337476919065463,0.0,0.028613708122724946
0.08268015955842221,0.23750119224754837,0.9894132704211986,0.11112205672042057,0.9785815041143262,3.6449254147760892,0.013142296680909608,1.458609961515388,true,0.0,0.0,0.0,0.0,0.03533956742545793,0.008612833650534746,0.08268015955842221,0.030031350264986455,0.07800472840084874,0.0,0.01270833267795544
0.077986377431091,0.33111352280090595,0.936378342253742,0.04363379963953053,0.9593153857565576,1.302482360420405,0.04072610189971786,1.588647283673219,true,0.0,0.0,0.0,0.0,0.043503840179119936,0.024502888444062877,0.0725116847990284,0.026272353202394415,0.05974973719814292,0.0,0.077986377431091
0.0764991805547176,0.3062881414349343,0.9634091716905486,0.030985002121102966,0.8583000718327912,1.1451986131220482,0.025914040779002324,1.440661235990204,true,0.0,0.0,0.0,0.0,0.03143564812905468,0.028030652518436266,0.0764991805547176,0.02623627163414764,0.028318564237335798,0.0,0.029529219829690746
0.07487299718496988,0.44585892777995995,0.9792807741734226,0.05042218475062715,0.86847212255553,1.8333228275013802,0.00897309586095253,0.9702573717615932,true,0.0,0.0,0.0,0.0,0.037843706758363786,0.02908639106978239,0.07487299718496988,0.039729295728670386,0.046217569248706486,0.0,0.03715598731805356
0.07323578846963841,0.3303034488838458,0.9528126081708014,0.13581423075206153,0.9235927348158866,1.16817344659017,0.022576472394410487,0.5672270075262367,true,0.0,0.0,0.0,0.0,0.03692598586574639,0.015381452886729444,0.0648960470784304,0.0239884885314659,0.04405413822821422,0.0,0.07323578846963841
0.06947132150116789,0.42239390084813927,0.9583954431376503,0.03104189733350228,0.8752848353697984,1.0240101960261727,0.037362597115264407,1.8020954732279868,true,0.0,0.0,0.0,0.0,0.034160290085458185,0.03861066212896304,0.06947132150116789,0.02352387158890487,0.0326274674709761,0.0,0.04072841782273724
0.06895043115547014,0.2059642134834108,0.9274673390580093,0.11485456623216504,0.8783840186903352,2.1819502268057405,0.04374199509357165,1.2094754811676949,true,0.0,0.0,0.0,0.0,0.024110749052486877,0.011420051433212054,0.06895043115547014,0.01909664298029517,0.03314582610026237,0.0,0.012051542645681545
0.06724548308280355,0.34082585181600233,0.9417971770790816,0.12722236642367726,0.9625413602619246,2.5285708328845256,0.029384857080949824,1.664284004313776,true,0.0,0.0,0.0,0.0,0.026532147103328144,0.0119266263133449,0.06724548308280355,0.02552506103627618,0.048648716897553165,0.0,0.00584699528999109
0.06631179315268468,0.3468962340522128,0.9728489480347315,0.04909930435366865,0.902558369318632,3.5048356134463834,0.03545181765677958,1.8813266361900656,true,0.0,0.0,0.0,0.0,0.02839123775348817,0.021324278706638895,0.06631179315268468,0.02725466867619023,0.03097108236395641,0.0,0.02448560362145882
0.06556979060946774,0.30370237645857595,0.9483505605556531,0.11814554791631539,0.9843975757535863,3.267977332871528,0.04023293183337855,0.706350655768675,true,0.0,0.0,0.0,0.0,0.02845314211726647,0.011134977230587177,0.05425932857329268,0.018769902276180497,0.06556979060946774,0.0,0.020984854014070742
0.05429656884295687,0.4263640231641261,0.9154669162547826,0.05299937100973014,0.9652532745306753,1.0777864253102982,0.03690291892800235,1.5193066369924872,true,0.0,0.0,0.0,0.0,0.028376062939067637,0.017946097878444107,0.04057783365540052,0.017898295359215586,0.03953758189838874,0.0,0.05429656884295687
0.05178470574679301,0.2179200769703051,0.9839415274347763,0.1293159138900157,0.9612309709278529,3.2837809750214153,0.03381997763462803,1.168896298761366,true,0.0,0.0,0.0,0.0,0.020929282513824737,0.005497629459116586,0.05178470574679301,0.018195587985573063,0.044468863782053315,0.0,0.005628908109412426
0.05130617736824331,0.35248774858898996,0.9247584074682565,0.056823376602382,0.8648142208294617,3.823284874370777,0.01759501990687633,0.7937544557312983,true,0.0,0.0,0.0,0.0,0.025865248954652614,0.02022389491296228,0.05130617736824331,0.021678635281486495,0.034007123254264866,0.0,0.027975662910958748
0.04077829515796608,0.4175234961395434,0.9002374462189954,0.02978104422174039,0.974028003876987,1.8690442493893382,0.029846133157331176,0.9659056409072896,true,0.0,0.0,0.0,0.0,0.018257517694511834,0.010982466292807677,0.026831590034530794,0.010562630990484522,0.04077829515796608,0.0,0.020390123691281927
0.03372756614639224,0.2146900413167311,0.9558890071558138,0.10751872682015302,0.9369655687455085,1.5340062509580377,0.01999670112685073,1.5573141152516636,true,0.0,0.0,0.0,0.0,0.016717158093845854,0.0062485405084213375,0.03372756614639224,0.010412564487093011,0.027749823154723997,0.0,0.022164454266444544
0.032605096726910476,0.22664831334835647,0.9719979301296497,0.09421883865869825,0.9336202300850762,0.6998628056664551,0.013811051657086647,1.4270868702490502,true,0.0,0.0,0.0,0.0,0.01618553338571312,0.009796623810403497,0.02294159128940677,0.008025907982768615,0.032605096726910476,0.0,0.023743980504789375
0.032140486910781224,0.29434581485818845,0.9787999499603657,0.054393858247050994,0.9710570328843637,3.6565706358564523,0.03795071680480865,0.6547952697512451,true,0.0,0.0,0.0,0.0,0.01658521224289451,0.008637183543042461,0.032140486910781224,0.012733448731709469,0.030189461864225078,0.0,0.015810692407608823
